"ID","MOTHER","FATHER"
1104,4497,4265
1105,123,4403
1999,622,660
2000,622,660
2001,267,4417
2002,659,591
2004,206,370
2005,622,393
2006,622,660
2007,435,4410
2008,4498,722
2009,623,23
2010,268,145
2011,444,4410
2013,4501,425
2014,4273,4464
2015,4443,4326
2016,309,285
2017,4376,616
2018,419,110
4390,346,44
4391,309,425
4392,32,4229
1141,4497,4265
1142,4497,4388
1143,206,663
1144,4424,590
1145,4424,590
1146,4290,4275
1147,4290,4304
1148,471,661
1149,471,145
1150,560,1103
1151,560,1103
1152,560,1103
1153,560,1103
1154,438,11
1155,371,4230
1157,4497,4265
1158,309,251
1160,592,418
1161,592,418
1162,2009,4383
1165,551,251
1166,551,251
1167,551,251
1168,551,251
1169,551,251
1170,4273,4153
1171,4273,4153
1172,4273,4274
1173,4273,4153
1174,4273,4274
1176,1083,1095
1177,1083,4503
1180,521,1038
1181,521,44
1182,521,1038
1183,521,1038
1185,45,1058
1186,45,1058
1187,45,166
1188,45,166
1189,45,166
1191,1048,902
1192,1048,902
1193,1048,902
1194,1048,902
1195,419,114
1196,419,4503
1197,419,4503
1198,419,4503
1199,555,370
1200,555,370
1201,555,370
1202,555,370
1203,4376,383
1204,4376,4264
1205,4376,383
1206,4376,383
1207,646,500
1208,646,500
1209,646,500
1210,646,500
1211,646,500
1212,556,23
1213,556,23
1214,556,23
1215,556,23
1216,605,4423
1217,605,4423
1218,605,4423
1221,562,393
1222,562,370
1223,562,370
1224,32,4229
1225,32,4229
1226,32,4229
1227,32,4229
1228,32,4229
1229,442,457
1230,442,457
1231,442,602
1232,442,4304
1233,442,457
1234,649,460
1235,649,460
1236,649,4463
1238,353,725
1239,353,725
1241,353,725
1242,353,725
1243,284,456
1244,284,456
1248,41,517
1249,41,517
1250,41,517
1251,41,517
1252,41,517
1253,586,285
1254,586,285
1255,586,285
1256,586,285
1257,586,285
1258,928,513
1259,928,4229
1260,928,4229
1261,928,513
1262,928,513
1263,1100,831
1264,1100,831
1265,1100,1095
1266,1100,831
1267,985,602
1271,892,4435
1272,892,4435
1273,892,4435
1274,892,831
1275,571,4423
1276,571,4423
1277,571,4423
1278,571,4274
1279,431,356
1280,431,356
1281,431,356
1282,988,145
1283,988,285
1284,988,285
1285,988,145
1286,338,4383
1287,338,4383
1289,903,1092
1290,903,354
1291,903,354
1292,903,354
1293,903,4423
1294,819,602
1295,819,602
1298,540,383
1299,540,383
1300,540,383
1301,540,418
1302,1069,115
1303,1069,466
1304,1069,115
1305,1069,115
1306,1069,115
1307,427,22
1308,427,22
1309,427,22
1310,427,22
1311,427,22
1313,723,24
1314,723,24
1315,723,925
1316,723,24
1317,704,504
1318,704,504
1319,704,504
1320,704,504
1321,704,504
1322,929,46
1323,929,46
1324,929,46
1325,929,46
1326,929,46
1327,960,650
1328,960,650
1329,960,650
1330,960,650
1333,371,4230
1334,371,4275
1335,371,4230
1337,416,4418
1338,416,4418
1339,416,4418
1340,416,145
1341,955,356
1342,956,356
1343,955,591
1344,955,591
1346,1074,4422
1347,1074,448
1348,1074,4422
1353,256,23
1354,256,132
1355,256,132
1356,256,23
1357,346,4264
1358,346,4264
1359,346,4264
1360,346,4264
1361,346,4264
1362,927,4503
1363,927,466
1364,927,466
1365,927,4247
1366,76,1080
1367,76,285
1368,76,363
1369,76,287
1370,76,287
1372,76,287
1373,428,4421
1374,428,4421
1375,428,4421
1376,428,4421
1377,428,4421
1378,512,765
1379,512,114
1380,512,765
1381,512,765
1382,569,1043
1386,857,4247
1387,857,725
1388,857,4247
1390,604,4304
1391,604,4304
1393,309,4326
1394,309,4326
1395,309,4326
1396,309,4326
1397,885,115
1398,885,984
1399,885,4229
1400,885,114
1405,206,663
1406,206,663
1407,206,663
1408,206,663
1409,206,663
1410,4497,4265
1411,4497,4265
1412,4497,4265
1413,4497,4265
1414,4497,4265
1415,4501,4417
1416,4501,4417
1417,4501,4417
1418,4382,984
1419,4382,984
1420,4382,984
1421,592,417
1422,592,418
1423,592,418
1424,592,418
1425,1054,823
1426,1054,823
1427,1054,823
1428,1054,823
1429,4424,4304
1430,4424,590
1431,4424,590
1432,4424,590
1433,438,11
1434,438,11
1435,438,4304
1436,438,11
1437,4290,4304
1438,4290,4304
1439,4290,4275
1440,4290,4275
1441,471,661
1442,471,409
1443,471,661
1445,649,460
1446,649,460
1447,649,460
1448,649,460
1449,4273,4153
1450,4273,4153
1451,4273,4153
1454,4376,383
1455,4376,383
1456,4376,2017
1458,4376,383
1459,533,417
1460,533,529
1461,533,417
1462,533,417
1463,284,456
1464,284,456
1465,284,456
1466,284,456
1467,442,457
1468,442,457
1469,442,457
1470,442,457
1471,338,4383
1472,338,4383
1473,338,166
1474,338,4383
1475,41,517
1476,41,517
1477,41,4303
1478,41,517
1479,45,166
1480,45,166
1481,45,166
1482,45,166
1483,646,500
1484,646,500
1485,646,500
1486,646,500
1487,646,500
1488,562,393
1489,562,370
1490,562,370
1492,122,132
1493,122,132
1494,122,132
1495,521,626
1496,521,1038
1497,521,1038
1498,521,1038
1499,985,409
1500,985,409
1501,985,409
1502,985,409
1503,1063,363
1504,1063,363
1505,1063,822
1506,1063,363
1507,353,725
1508,353,725
1509,353,725
1510,353,725
1511,353,725
1512,586,285
1513,586,285
1514,586,285
1515,586,285
1517,753,822
1518,753,822
1519,753,822
1520,753,822
1521,913,818
1522,913,818
1523,913,818
1524,913,818
1525,819,602
1526,819,602
1527,819,602
1528,928,4229
1529,928,513
1530,928,513
1531,928,513
1532,1069,383
1533,1069,115
1534,1069,115
1535,1069,115
1536,1069,115
1537,431,356
1539,431,356
1540,431,356
1541,704,504
1542,704,504
1543,704,504
1544,892,4435
1545,892,251
1546,892,4435
1547,892,4435
1549,960,650
1550,960,650
1554,843,1053
1555,843,1053
1556,843,1053
1557,542,466
1558,542,466
1559,542,466
1560,542,466
1561,427,448
1562,427,22
1563,427,22
1564,427,22
1565,427,22
1566,860,114
1567,860,114
1568,860,114
1569,903,354
1570,903,354
1571,903,354
1572,832,1099
1573,832,1099
1574,832,1099
1575,1048,902
1576,1048,902
1579,4497,4265
1580,4497,4265
1581,4497,4265
1582,4497,4388
1584,551,251
1585,551,251
1586,551,251
1587,551,251
1588,551,251
1589,980,4421
1590,980,4421
1591,980,4421
1592,980,971
1593,309,4435
1594,309,4422
1595,309,4422
1596,540,383
1597,540,383
1598,540,383
1599,540,383
1600,540,383
1601,929,46
1602,929,46
1603,929,46
1604,929,46
1605,342,22
1606,342,421
1607,342,421
1608,342,421
1609,419,4229
1610,419,4503
1611,206,663
1612,206,663
1616,4382,1095
1617,4382,1095
1619,4382,1095
1620,605,4423
1621,605,4423
1622,605,4229
1623,605,4229
1625,556,23
1626,556,23
1627,556,23
1628,556,925
1629,556,565
1630,556,925
1632,32,4229
1633,32,505
1634,32,4229
1635,32,4229
1636,32,4229
1637,604,4304
1638,604,4304
1639,604,4304
1640,604,4304
1641,604,4304
1642,4501,4417
1643,4501,4417
1644,4501,4417
1645,4501,4417
1646,784,499
1647,784,499
1648,592,4326
1649,592,418
1651,592,418
1652,416,1043
1653,4424,590
1654,4424,590
1655,4424,4304
1656,4424,590
1657,988,285
1658,988,356
1659,988,356
1660,988,285
1661,338,4383
1662,338,4383
1663,338,4383
1664,338,4383
1665,338,4383
1666,416,4304
1667,416,4304
1668,416,4418
1669,416,4418
1670,912,959
1671,912,959
1672,371,4230
1673,371,4229
1674,371,4230
1675,371,145
1676,1100,831
1680,1074,251
1681,1074,251
1683,1074,4422
1684,571,287
1687,571,4423
1688,428,4421
1689,428,4421
1690,428,4421
1691,428,4421
1692,428,4421
1693,857,4247
1694,857,4247
1695,857,4247
1696,857,4247
1697,284,456
1698,284,456
1699,284,456
1700,284,456
1702,955,591
1703,955,591
1704,955,591
1705,955,591
1706,955,591
1707,960,650
1708,960,650
1709,960,650
1710,960,650
1712,256,132
1713,256,993
1715,256,132
1716,913,818
1717,913,818
1718,913,818
1719,913,818
1720,819,602
1721,819,602
1722,819,602
1724,442,457
1725,442,456
1726,442,457
1727,442,457
1728,512,765
1729,512,765
1730,512,765
1731,512,765
1732,346,4403
1733,346,4264
1734,346,1005
1737,4290,4275
1738,4290,4275
1739,4290,4275
1740,4290,4275
1741,985,409
1742,985,409
1743,985,409
1744,985,11
1745,76,287
1746,76,287
1747,76,287
1748,76,287
1749,76,287
1750,885,984
1751,438,11
1752,438,11
1753,438,11
1754,438,4304
1760,41,517
1761,41,517
1762,41,517
1764,471,661
1765,471,661
1766,471,661
1767,471,661
1768,471,661
1769,533,417
1770,533,417
1771,533,110
1772,533,417
1773,556,23
1774,556,23
1775,556,23
1776,556,23
1778,309,4422
1779,309,4422
1780,309,4422
1781,309,4422
1783,649,11
1784,649,460
1785,649,460
1786,4273,4153
1787,4273,4153
1788,4273,1052
1789,4273,4153
1790,4273,1053
1791,4273,1053
1792,45,166
1793,45,166
1794,45,166
1795,45,166
1796,206,110
1797,206,110
1798,206,110
1799,206,663
1800,206,663
1801,1063,537
1802,1063,537
1803,1063,537
1804,1063,537
1805,431,24
1806,431,356
1807,431,285
1808,431,285
1809,988,145
1810,988,145
1811,988,145
1812,988,145
1813,605,4503
1814,605,4503
1815,605,4503
1816,605,4423
1818,122,132
1819,122,370
1820,122,132
1821,122,132
1823,1100,4264
1824,1100,4264
1825,1100,831
1826,1100,831
1827,646,500
1828,646,500
1829,646,500
1830,646,500
1831,646,500
1832,892,4435
1833,892,251
1834,892,4435
1835,892,4435
1836,963,1053
1837,784,499
1838,784,499
1839,784,499
1840,784,499
1841,753,822
1842,753,822
1843,753,115
1844,753,822
1845,353,725
1846,353,725
1847,353,725
1848,353,44
1849,353,725
1851,524,110
1852,524,110
1853,524,110
1854,524,110
1855,903,354
1856,903,354
1857,903,354
1858,903,354
1859,586,285
1860,586,285
1861,586,285
1862,586,285
1863,4497,890
1864,4497,890
1865,4497,4388
1866,4497,1005
1867,4497,466
1868,338,466
1869,338,466
1870,338,466
1871,338,466
1872,338,466
1873,704,115
1874,704,115
1875,704,115
1876,704,115
1877,1074,251
1878,1074,448
1879,1074,4422
1880,1074,4422
1881,917,4304
1882,917,4304
1883,427,22
1884,427,22
1886,427,906
1887,427,22
1888,860,114
1889,860,114
1890,860,44
1893,41,517
1898,562,370
1899,562,393
1900,562,393
1901,562,393
1902,521,251
1903,521,1038
1904,521,1038
1905,521,301
1906,342,421
1907,342,421
1908,843,370
1909,843,370
1910,843,370
1911,843,370
1912,622,4421
1913,622,4421
1914,622,660
1915,416,4304
1916,416,4304
1917,416,4304
1918,416,4418
1919,1062,537
1920,1062,4390
1921,556,22
1922,556,23
1923,556,23
1928,4273,4153
1929,4273,4153
1930,4273,4153
1931,4273,251
1932,4424,590
1933,4424,590
1934,4424,590
1935,985,409
1936,985,409
1937,985,409
1939,428,4421
1940,428,4421
1941,428,4421
1943,963,1053
1944,963,1053
1945,963,1053
1946,963,1053
1947,1083,1095
1948,1083,1095
1949,1083,1095
1950,832,513
1954,419,4503
1955,419,4503
1956,419,4503
1957,419,4503
1961,371,4304
1962,371,145
1965,309,251
1966,309,251
1967,309,251
1968,122,370
1969,122,132
1970,122,132
1972,988,145
1973,988,145
1974,988,285
1975,857,4247
1976,857,4247
1983,32,4229
1984,32,4503
1986,4497,4265
1989,960,650
1990,960,650
1991,960,650
1993,955,591
1994,955,591
1995,955,591
2020,4376,383
3052,622,4503
3054,622,4503
3055,750,974
3056,4392,505
3057,885,115
3058,4382,494
3059,540,537
4380,704,902
4395,419,537
2023,985,818
2025,1069,1935
2026,1069,1935
2027,1069,1935
2028,1069,1935
2029,988,285
2030,988,145
2032,988,145
2033,988,145
2037,604,4304
2038,604,902
2039,560,4230
2040,892,4435
2041,892,4435
2042,892,466
2046,2009,1520
2049,206,2018
2050,206,2018
2051,206,2018
2053,533,417
2054,533,965
2055,533,417
2056,533,417
2059,1718,1738
2060,1718,1738
2061,1718,818
2062,1048,456
2067,560,4230
2068,560,4230
2069,560,4230
2070,560,4230
2071,560,4230
2072,4424,356
2073,4424,356
2074,4424,4230
2075,649,460
2076,649,460
2080,416,4418
2081,416,4418
2082,416,4418
2083,416,4418
2084,604,4304
2085,604,4304
2086,604,4304
2087,604,4304
2088,604,4304
2089,521,1038
2090,521,1038
2091,521,1038
2092,521,1038
2098,471,661
2099,471,661
2100,471,661
2103,427,145
2104,427,22
2105,427,22
2106,427,22
2107,427,22
2109,917,457
2110,917,457
2111,917,457
2113,438,11
2114,438,11
2115,438,11
2116,438,11
2117,438,11
2126,342,421
2127,342,421
2128,342,421
2129,342,421
2131,586,285
2132,586,285
2133,586,285
2134,586,285
2136,524,2018
2137,524,2018
2138,524,2018
2139,524,2018
2140,4290,4304
2141,4290,4275
2142,4290,4275
2143,4290,4275
2144,442,457
2145,442,457
2148,819,602
2149,819,602
2150,819,602
2151,819,602
2152,819,602
2153,431,356
2154,431,356
2155,431,285
2157,903,354
2158,903,354
2159,903,354
2162,309,993
2163,309,993
2164,309,993
2166,353,725
2167,353,114
2168,353,725
2169,353,725
2170,985,1500
2171,985,409
2172,985,409
2173,985,409
2174,985,409
2175,76,287
2176,76,287
2177,76,287
2178,76,287
2179,76,287
2180,988,145
2181,988,285
2182,988,145
2183,988,145
2184,988,145
2185,960,650
2186,960,650
2187,960,650
2188,960,650
2189,960,650
2190,4273,4153
2191,4273,4153
2192,4273,1930
2193,4273,251
2194,4273,251
2195,540,1053
2196,540,1053
2197,540,1053
2198,540,1053
2199,540,1053
2200,646,500
2201,646,500
2202,646,500
2203,646,1838
2204,646,590
2205,346,1956
2206,346,1956
2207,346,1956
2208,346,1956
2210,45,166
2211,45,166
2212,45,166
2213,45,166
2214,45,166
2215,592,418
2216,592,418
2217,592,418
2218,592,418
2219,1589,393
2220,1589,393
2222,1589,393
2223,1589,393
2224,1589,393
2225,338,466
2226,338,466
2227,338,466
2228,338,466
2229,338,466
2231,4391,4388
2232,4391,4265
2233,4391,4265
2234,4391,4421
2235,4391,4265
2236,892,4435
2237,892,4435
2238,892,4435
2239,892,4435
2241,556,1833
2242,556,251
2243,556,23
2244,556,23
2245,556,23
2246,1054,823
2247,1054,823
2248,1054,823
2249,1054,823
