"ID","MOTHER","FATHER"
2250,1446,1898
2251,1446,1898
2253,1446,4423
2254,605,1227
2255,605,1227
2256,605,1227
2257,605,1227
2258,605,1227
2259,1318,1192
2260,1318,1192
2261,1318,1192
2262,1318,1192
2263,419,765
2264,419,537
2265,419,765
2267,784,1095
2268,784,1095
2269,784,505
2270,784,1095
2272,963,505
2273,963,505
2274,963,505
2275,963,505
2276,1069,1935
2277,1069,1935
2278,1069,1935
2279,1069,1935
2280,1069,1935
2284,832,1464
2285,1047,1226
2286,1047,1226
2287,1047,1226
2289,1047,1226
2290,512,765
2291,512,765
2292,512,765
2294,542,251
2295,542,251
2296,542,251
2299,927,1717
2300,927,1717
2301,927,1717
2305,1100,959
2306,1100,959
2307,1100,959
2308,1100,959
2309,1100,959
2310,1827,1353
2311,1827,1353
2312,1827,1353
2313,1827,1353
2314,1827,725
2315,571,974
2316,571,974
2317,571,974
2318,1228,115
2319,1228,494
2320,1228,494
2322,857,725
2323,857,725
2324,857,1569
2325,857,1569
2326,857,1569
2327,1907,46
2328,1907,46
2329,1907,504
2330,1907,504
2331,1739,46
2332,1739,46
2333,1739,504
2334,1739,46
2335,929,115
2336,929,115
2337,929,115
2338,929,115
2339,929,115
2340,929,115
2341,2004,418
2342,2004,823
2343,2004,962
2344,2004,962
2345,256,417
2346,256,1448
2347,256,1448
2348,860,114
2349,860,1568
2350,860,114
2351,860,114
2352,1544,504
2353,1544,504
2354,1544,504
2355,1544,504
2356,122,166
2357,122,1448
2358,122,1448
2359,122,1448
2360,206,2018
2361,206,4229
2362,206,2018
2363,206,2018
2364,206,2018
2365,1386,591
2366,1386,591
2367,1386,591
2368,1386,591
2369,569,1717
2370,569,1717
2371,569,1717
2373,1048,356
2374,1048,356
2378,649,460
2379,649,460
2380,649,460
2381,649,460
2383,560,4230
2384,560,4230
2385,560,4230
2387,1507,145
2388,1507,1500
2389,1507,1500
2390,1507,1500
2391,416,4418
2392,416,4413
2393,416,4418
2394,521,1038
2395,521,1038
2396,521,1038
2397,521,4230
2398,521,1353
2399,913,818
2403,604,4304
2404,604,4304
2405,604,4304
2406,604,4304
2407,604,4304
2408,471,661
2409,471,661
2410,471,661
2411,471,661
2414,1718,1738
2415,1718,1738
2416,1718,4275
2417,1718,1738
2418,1718,1569
2419,2007,2012
2420,2007,2012
2421,2007,2012
2422,2007,2012
2423,1558,902
2424,1558,4304
2425,1558,902
2426,1558,902
2434,4425,962
2435,4425,962
2436,4425,962
2437,524,2018
2438,524,2018
2439,524,2018
2440,524,822
2441,338,466
2442,338,466
2443,338,466
2444,338,466
2445,338,466
2446,4424,537
2447,4424,4304
2448,4424,537
2449,4424,4304
2450,4424,645
2451,533,417
2452,533,417
2453,533,417
2454,533,417
2455,533,417
2456,1589,393
2457,1589,393
2458,1589,393
2459,1589,393
2461,832,1464
2462,832,1464
2463,832,1464
2464,832,1464
2465,832,1464
2466,586,393
2467,586,285
2468,586,984
2469,586,1513
2470,586,285
2471,1514,4265
2472,1514,4265
2473,1514,1929
2475,1940,1970
2476,1940,1970
2479,1100,959
2480,1100,959
2481,1100,959
2482,1100,959
2483,1228,115
2485,1228,115
2487,442,457
2488,442,457
2489,442,457
2490,442,457
2491,442,457
2492,985,409
2493,985,409
2494,985,11
2495,784,1095
2496,784,1095
2497,784,1095
2498,784,1095
2499,784,1095
2500,569,1717
2501,569,417
2502,569,417
2503,569,1717
2505,512,765
2506,512,765
2507,512,765
2508,512,765
2509,2004,823
2510,2004,962
2511,2004,823
2513,892,4435
2514,892,4435
2515,892,4435
2516,892,4435
2517,892,4435
2519,980,4421
2520,2014,1697
2521,980,4421
2523,1739,46
2524,1739,46
2526,512,44
2527,1364,504
2528,1364,494
2529,1364,504
2530,1364,504
2532,542,251
2533,542,251
2534,542,251
2536,704,1438
2537,704,1438
2539,704,1438
2541,929,500
2542,929,500
2543,929,500
2544,929,500
2546,929,725
2547,622,1954
2548,622,1954
2549,622,1954
2550,1907,504
2551,1907,504
2553,1907,46
2554,342,421
2555,342,421
2556,342,421
2557,342,421
2558,342,421
2559,309,251
2560,309,993
2561,309,993
2562,309,993
2564,2014,1906
2565,2014,1906
2566,2014,1906
2567,2014,1906
2568,2014,1906
2569,988,285
2570,988,287
2571,988,145
2572,988,145
2573,427,22
2574,427,22
2575,427,22
2576,427,22
2577,427,448
2578,819,602
2579,819,602
2580,819,602
2581,819,602
2582,819,602
2583,857,1569
2584,857,725
2585,857,725
2586,857,1569
2587,857,1569
2588,4391,4265
2589,4391,4265
2590,4391,4265
2591,4391,4265
2592,4391,4265
2593,431,602
2594,431,356
2595,431,356
2596,431,602
2597,431,356
2598,4290,4275
2599,4290,4275
2600,4290,4275
2601,4290,4275
2603,903,354
2604,903,354
2605,903,354
2606,903,354
2608,917,457
2609,917,4463
2610,917,457
2613,556,23
2614,556,23
2615,556,23
2616,556,23
2617,556,23
2618,4273,4153
2619,4273,4153
2620,4273,4153
2621,4273,4153
2622,4273,4153
2623,4273,4153
2624,913,818
2625,913,818
2626,913,818
2627,913,818
2628,913,818
2631,1446,4423
2633,1446,4423
2635,45,166
2636,45,166
2637,45,166
2639,45,166
2644,605,1227
2646,76,287
2647,76,287
2648,76,287
2649,76,287
2650,353,725
2651,353,725
2652,353,725
2653,353,725
2654,353,725
2655,353,725
2656,540,1053
2657,540,1053
2658,540,1053
2659,540,1053
2660,540,1053
2661,256,418
2662,256,650
2663,256,650
2664,256,650
2665,256,650
2666,1318,1192
2667,1318,1095
2668,1318,1192
2670,1827,114
2671,1827,1353
2672,1827,1353
2673,1827,1353
2674,1827,1353
2675,646,1226
2676,646,1226
2677,646,1226
2678,646,1226
2680,927,1717
2681,927,1717
2682,927,1717
2683,927,1717
2684,927,1717
2685,1069,1935
2686,1069,1935
2687,1069,1935
2691,649,460
2692,649,460
2693,649,460
2694,649,460
2696,206,2018
2701,206,2018
2702,122,166
2703,122,1448
2704,122,1448
2705,122,1448
2706,122,1448
2707,1940,1970
2708,1940,4463
2709,1940,1970
2710,1940,4463
2711,1940,1970
2712,1589,393
2713,1589,393
2714,1589,393
2715,1589,393
2716,860,114
2717,860,114
2718,860,537
2719,860,114
2720,1386,591
2721,1386,1053
2722,1386,591
2723,1386,1702
2724,1386,591
2725,442,457
2726,442,457
2727,442,457
2728,442,457
2730,1228,494
2731,1228,115
2732,1228,115
2733,1228,115
2735,416,4418
2736,416,4418
2737,416,1616
2738,416,4230
2739,1599,4390
2740,1599,4390
2741,1599,4390
2747,988,145
2748,988,145
2749,988,145
2750,988,1972
2751,980,4421
2752,980,4421
2753,980,4421
2754,980,4421
2755,592,418
2756,592,418
2759,4425,962
2760,4425,962
2761,4425,962
2762,604,4304
2763,604,4304
2764,604,4304
2765,604,4304
2766,604,1823
2767,819,602
2768,819,11
2769,819,11
2771,917,1833
2772,917,4463
2773,917,4463
2777,1048,591
2778,1048,591
2783,2007,2012
2784,2007,2012
2785,2007,2012
2787,784,1095
2788,784,1095
2789,1558,902
2790,1558,902
2791,1558,4304
2792,1558,1915
2793,586,285
2794,586,285
2796,605,1227
2797,605,1227
2798,605,1227
2799,605,4229
2800,605,1227
2801,471,661
2802,471,661
2803,471,661
2806,560,4230
2807,560,4230
2808,560,4230
2809,560,4230
2810,560,4230
2811,1718,1038
2812,1718,1038
2813,1718,1038
2814,1718,1038
2815,1718,1703
2816,4424,537
2817,4424,285
2818,4424,537
2819,4424,285
2820,4424,537
2821,533,417
2822,533,417
2823,533,417
2824,533,417
2825,533,417
2830,524,2018
2831,338,466
2832,338,466
2833,338,466
2834,338,466
2836,1100,959
2837,1100,959
2838,1100,959
2839,1100,959
2840,1827,1353
2841,1827,1353
2842,1827,1353
2844,2004,823
2845,2004,823
2846,2004,823
2847,2004,823
2849,903,354
2850,903,354
2851,903,354
2852,903,354
2853,903,354
2855,4392,417
2856,4392,505
2857,4392,505
2858,4392,505
2859,4392,505
2860,1907,765
2861,1907,504
2864,206,2018
2865,206,2018
2866,206,2018
2867,206,2018
2868,206,2018
2869,206,2018
2870,45,166
2871,45,166
2872,45,166
2873,45,166
2874,892,4435
2875,892,466
2876,892,4435
2877,892,4435
2879,832,765
2880,832,1464
2881,832,1464
2883,985,602
2884,985,602
2885,985,602
2886,985,602
2887,1514,251
2888,1514,251
2890,750,1898
2891,750,1898
2892,750,1898
2893,750,1898
2894,1386,287
2895,1386,4418
2896,1386,287
2898,860,537
2899,860,46
2900,860,114
2901,860,590
2902,646,114
2903,646,114
2904,646,500
2905,646,500
2906,342,421
2907,342,421
2910,2014,356
2911,2014,356
2912,2014,356
2913,2014,356
2914,309,993
2915,309,993
2916,309,993
2918,4391,4265
2919,4391,4265
2920,4391,4265
2921,4391,4265
2922,4391,4421
2923,4273,4435
2924,4273,4435
2925,4273,4153
2926,4273,4153
2927,542,251
2928,542,251
2929,542,251
2930,542,251
2931,512,765
2932,512,765
2933,512,765
2935,1364,504
2936,1364,504
2939,1739,46
2940,1739,46
2941,1739,46
2943,427,22
2944,427,22
2945,427,22
2946,427,22
2947,857,725
2948,857,1569
2949,857,725
2951,1047,1226
2954,1318,23
2955,1318,23
2958,4290,4304
2959,4290,4275
2960,4290,4275
2961,4290,4275
2962,913,818
2963,913,818
2964,913,818
2966,980,4421
2967,980,4421
2968,980,4421
2969,649,460
2970,649,460
2971,649,460
2972,649,460
2973,784,23
2974,784,1095
2975,784,1095
2976,431,356
2979,540,1053
2980,540,1053
2981,540,1053
2982,540,1053
2984,843,1343
2985,843,1343
2986,843,1343
2987,843,1343
2988,1589,393
2989,1589,393
2990,122,166
2991,122,494
2992,122,494
2994,4382,494
2997,963,505
2998,963,505
2999,963,2012
3000,416,4418
3001,416,145
3002,416,4418
3003,416,4418
3004,586,285
3005,586,285
3013,1069,1935
3014,1069,1935
3015,1069,1935
3017,892,23
3019,892,4435
3020,892,4435
3025,988,285
3026,988,145
3027,988,145
3029,442,457
3030,442,457
3031,442,457
3032,442,457
3033,604,4304
3034,604,4304
3035,604,4304
3036,604,1637
3037,604,4304
3038,571,974
3039,571,650
3040,571,650
3041,571,974
3042,4391,4421
3043,4391,4265
3044,4391,4421
3045,4391,4388
3046,4391,4265
3047,309,993
3048,309,993
3049,309,993
3050,1716,962
3060,622,1954
3061,963,505
3062,963,505
3063,963,505
3064,4392,505
3065,4392,505
3066,571,974
3067,571,974
3068,571,166
3427,353,725
3428,353,725
3429,353,725
3430,1485,1483
3480,1599,1438
3481,885,1226
3482,1446,356
3555,1446,660
3557,1499,962
3558,622,1500
4398,1540,4395
3073,2865,2661
3074,2865,4421
3075,2865,2661
3076,2865,4421
3082,2966,4421
3083,2966,4421
3084,2966,2906
3085,2966,4421
3086,2966,2906
3087,524,4153
3088,524,4153
3089,524,4153
3090,524,4153
3091,45,166
3092,45,166
3093,45,166
3094,45,166
3095,45,166
3096,1940,1192
3097,1940,1192
3100,3051,1192
3101,338,466
3102,338,466
3103,338,466
3104,338,466
3105,338,466
3106,206,4421
3107,206,2018
3108,206,2018
3110,4425,962
3111,4425,962
3112,4425,962
3113,4425,962
3115,892,4435
3116,892,4435
3118,892,4435
3119,892,4435
3120,1054,3052
3121,1054,3052
3122,1054,3052
3123,2349,1448
3124,2349,1448
3125,2349,1448
3126,2349,1448
3131,784,1095
3132,784,823
3133,784,1095
3134,784,1095
3136,353,725
3140,592,418
3141,592,418
3142,592,418
3144,885,1226
3145,885,725
3146,885,725
3147,723,2783
3148,471,661
3149,471,287
3150,471,287
3152,2691,2354
3153,2691,650
3154,2691,2354
3155,2691,650
3156,2004,823
3157,2004,1954
3158,2004,823
3159,2004,823
3166,256,4435
3167,256,650
3168,206,1227
3170,571,1227
3171,571,1227
3172,571,1227
3173,571,1227
3174,3050,2187
3175,3050,2187
3176,3050,2187
3177,1827,1353
3178,1827,1353
3179,1827,1353
3180,1827,1353
3182,1100,959
3184,1100,959
3185,927,494
3188,622,2202
3190,622,661
3200,2007,4304
3201,2007,2352
3202,2007,2352
3204,427,285
3205,427,285
3206,427,4304
3207,427,285
3208,338,466
3209,338,466
3210,338,466
3211,206,2906
3212,206,2906
3213,206,2906
3214,206,23
3215,963,2944
3218,988,285
3219,988,285
3220,988,285
3222,4425,962
3223,4425,962
3224,4425,962
3225,4425,962
3227,2725,457
3229,2725,457
3230,2865,1697
3231,2865,1697
3232,2865,1697
3233,2865,1697
3234,2865,1227
3240,2966,2605
3241,2966,2605
3242,2966,661
3243,658,1227
3244,658,1227
3245,4380,962
3246,4380,962
3247,4380,1192
3248,4380,1192
3249,892,4435
3250,892,4435
3251,892,4435
3252,892,4435
3254,1446,2542
3255,1446,2542
3256,1446,2542
3257,2691,650
3258,2691,23
3259,2691,23
3260,2691,650
3261,2004,823
3262,2004,823
3263,2004,823
3264,2004,823
3265,542,4435
3266,542,4435
3267,542,4435
3269,586,285
3270,586,285
3272,256,417
3273,256,650
3274,256,650
3275,256,650
3276,1054,3052
3277,1054,2904
3278,1054,3052
3279,1054,3052
3280,622,1954
3281,622,23
3283,784,417
3284,784,417
3285,784,417
3286,2658,1569
3287,256,650
3288,2658,2053
3289,2658,2053
3290,885,1226
3291,885,1226
3292,885,1226
3293,885,1226
3295,1827,2202
3296,1827,2202
3297,1827,2202
3298,1827,2202
3299,1827,2202
3300,571,1227
3301,571,1227
3302,571,1227
3303,571,1227
3304,1047,500
3305,1047,500
3308,927,494
3309,927,494
3310,927,494
3311,927,494
3312,927,494
3313,2584,2173
3314,2584,2173
3315,2584,2173
3316,2584,2173
3318,1100,959
3319,1100,959
3320,1100,1226
3321,1100,1226
3325,4380,962
3330,980,902
3331,2408,2233
3332,2405,2605
3333,2408,2693
3334,2405,499
3335,2166,500
3336,2166,1464
3337,2166,500
3338,857,725
3339,857,1569
3340,857,1569
3342,912,114
3343,912,114
3344,912,114
3346,45,166
3347,45,166
3348,45,166
3349,45,166
3350,843,2904
3351,843,2904
3353,843,2904
3354,860,2246
3355,860,2246
3356,860,1464
3357,860,2202
3358,2840,1438
3359,592,418
3360,592,418
3361,592,418
3362,2360,962
3363,2360,962
3364,2360,962
3365,2405,417
3370,427,661
3371,427,661
3372,427,661
3373,427,661
3374,427,661
3375,2725,457
3376,2725,457
3377,2725,457
3378,2725,457
3379,2232,2462
3380,2232,2462
3381,2232,2462
3382,2232,2462
3383,2232,2462
3384,586,4230
3385,586,4230
3386,586,4230
3387,988,4304
3388,586,4230
3389,2865,1697
3390,2865,962
3391,2865,1697
3392,2865,1697
3393,2865,823
3394,988,2970
3395,988,2970
3396,988,2970
3397,988,2970
3398,988,2970
3399,2167,2944
3400,2167,2944
3401,2167,2768
3403,2360,114
3404,206,2661
3405,206,2661
3406,206,2661
3407,206,2661
3411,338,466
3412,3428,1954
3413,338,466
3414,338,466
3415,892,4435
3416,892,4435
3417,892,4435
3418,892,4435
3419,892,4435
3420,2840,46
3421,2840,46
3422,2840,46
3423,2004,823
3424,2004,823
3425,2004,823
3426,2004,823
3431,929,984
3432,929,984
3433,929,984
3434,929,984
3435,206,2833
3436,980,23
3437,980,23
3438,980,23
3439,980,1095
3441,4380,4378
3442,4380,4378
3443,4380,4378
3445,542,4435
3446,542,4435
3447,542,4435
3448,542,1697
3449,542,4435
3450,622,2187
3452,622,2661
3453,2489,1956
3454,2489,2527
3455,2489,1956
3456,2489,2527
3457,4425,962
3458,2200,2246
3459,256,650
3460,256,650
3461,256,650
3462,256,650
3463,256,650
3466,2691,23
3467,2691,23
3468,2691,23
3469,2691,23
3470,586,2651
3471,586,2651
3472,586,2651
3473,586,2651
3474,586,2651
3475,784,417
3476,784,417
3477,784,417
3478,784,417
3479,784,417
3483,2865,1954
3484,2865,962
3485,2865,962
3486,2865,1954
3487,2166,4390
3491,1100,1956
3492,1100,500
3493,1598,500
3494,1100,500
3495,2658,1956
3496,2658,2053
3497,2658,1956
3498,2658,2053
3499,338,2906
3501,338,2906
3502,843,2904
3503,843,2904
3504,843,2904
3505,843,2904
3506,45,166
3507,45,166
3508,45,166
3509,45,166
3510,45,166
3511,1827,2462
3512,1827,2462
3513,1827,2462
3514,1827,2462
3515,2405,1464
3516,2405,1464
3518,2405,2354
3519,2405,1464
3520,927,115
3521,927,494
3522,658,1464
3523,1827,1464
3525,2360,2924
3526,2360,2924
3527,2360,2924
3528,857,1569
3529,2949,1569
3530,857,1569
3531,857,1569
3532,353,725
3533,353,725
3534,353,1569
3536,592,418
3537,592,650
3538,592,418
3539,592,418
3540,860,114
3541,860,114
3542,860,114
3543,860,114
3544,1598,500
3545,1598,2833
3546,1598,2833
3547,1598,2833
3548,750,2153
3549,750,2153
3550,206,2661
3551,206,2661
3552,206,2661
3553,206,2661
3554,206,2661
3556,2657,2233
3559,963,4395
3560,2004,823
3561,2004,823
3562,2004,823
3564,4425,962
3565,4425,962
3566,4425,962
3567,4425,962
3568,4425,962
3569,892,4435
3570,892,4435
3571,892,4435
3572,892,4435
3573,892,4435
3575,3051,2906
3576,338,2906
3578,338,2906
3579,2657,2233
3825,4382,499
3847,353,1569
3848,353,1569
3865,353,1569
3995,2604,2534
3582,4380,3285
3583,4380,2651
3584,4380,3285
3585,4380,3285
3587,3417,1227
3588,338,2605
3589,338,2605
3590,338,2605
3591,542,661
3592,586,2651
3593,586,2651
3596,3515,2651
3597,3515,661
3598,3515,661
3599,3515,661
3600,542,4304
3602,784,23
3604,784,984
3606,3350,3430
3607,3350,3430
3608,3350,3430
3609,3350,3430
3611,586,2651
3612,4425,1697
3613,4425,1697
3614,4425,1697
3617,542,2661
3618,542,2661
3619,542,2661
3620,542,2661
3621,3507,3442
3623,3507,3442
3624,3507,3442
3625,3507,3442
3626,3395,2173
3627,3395,2173
3629,3395,2173
3630,927,2202
3631,927,46
3632,927,2202
3633,927,2202
3634,927,2202
3635,3475,3450
3636,3475,3450
3637,3475,3450
3638,3475,3450
3639,3475,3450
3642,3457,661
3643,3457,661
3644,860,1448
3645,860,3394
3646,860,3394
3647,3050,2768
3648,860,3394
3649,3050,2768
3650,3050,2768
3651,3050,2768
3652,353,3531
3654,353,1569
3655,353,1569
3656,353,1569
3657,2004,417
3661,3321,3276
3662,3321,3276
3663,3321,3052
3665,3511,3478
3666,3511,3478
3667,3511,3478
3668,3302,417
3669,3302,417
3670,3302,23
3675,2492,2944
3676,2492,417
3677,2492,2944
3678,2492,2944
3679,586,2651
3680,586,2651
3681,586,2651
3682,586,166
3683,3404,417
3684,3404,417
3685,3404,417
3686,3340,4304
3687,3340,4304
3688,3340,4304
3691,3515,661
3695,3536,2542
3696,3536,2542
3698,3351,2944
3699,3351,2944
3700,3351,2944
3701,3351,2944
3708,3350,3430
3710,2489,2605
3711,2489,2605
3712,3350,3430
3713,3350,3430
3714,3350,3430
3715,2489,2605
3716,3350,3430
3717,4425,1697
3719,4425,1697
3720,4425,1697
3722,4380,3285
3723,4380,3285
3724,4380,661
3725,4380,3285
3726,4380,3285
3727,3507,3442
3728,3507,3442
3729,3507,3442
3730,3507,3442
3731,3507,3442
3732,929,2202
3733,929,2202
3734,929,2202
3735,929,2202
3736,929,2202
3737,2004,417
3738,2004,417
3739,542,2661
3740,542,2661
3741,542,2661
3742,542,2661
3743,3427,2453
3744,3427,2453
3745,3427,2651
3746,3427,2453
3747,2166,1569
3748,2166,2651
3749,2166,1569
3750,2166,1569
3751,1100,4390
3752,1100,3460
3754,1100,3442
3756,3288,46
3757,3288,46
3758,3288,46
3759,3288,46
3760,2840,46
3761,2840,46
3762,2840,46
3763,2840,46
3764,3321,3276
3765,3321,3276
3766,3321,3276
3767,3346,3442
3768,750,3496
3769,750,3496
3770,750,3496
3771,750,3496
3772,3475,3450
3773,3475,3450
3774,3475,3450
3775,3475,650
3776,3475,3450
3777,3429,3359
3778,3429,3359
3779,3429,3359
3780,3429,3359
3781,3429,3359
3782,3404,1697
3783,3404,1697
3784,3404,1697
3785,3404,1697
3786,3404,1697
3787,3395,2173
3788,3395,2173
3789,3395,2944
3790,3395,2944
3792,3302,417
3793,3302,417
3794,3302,417
3795,3302,417
3796,3302,417
3797,860,3394
3802,3516,2453
3803,3516,2453
3804,3516,2453
3806,3516,417
3807,3516,2453
3808,2658,4395
3815,542,417
3816,542,3478
3817,542,3478
3818,542,3478
3819,857,661
3820,2492,417
3821,2492,3496
3822,2492,2944
3823,2492,2944
3824,3286,4378
3826,3050,2768
3827,3050,2768
3828,3050,2768
3829,3050,2768
3830,586,2651
3831,586,2651
3832,586,2651
3833,586,2388
3835,3351,3478
3836,3351,3478
3837,3351,3477
3838,3351,3478
3839,3351,3478
3840,3286,4378
3841,3341,3496
3842,592,3311
3843,592,3311
3844,592,3311
3845,592,3311
3846,592,3311
3849,3536,2542
3850,3536,2542
3851,3536,2542
3852,3536,2542
3854,3340,4304
3855,3340,4304
3856,3340,4304
3858,927,2202
3859,927,46
3861,2489,2605
3862,2489,2605
3863,2489,2605
3866,3350,1448
3867,3350,3430
3868,3350,3430
3871,2004,417
3872,2004,417
3873,2004,417
3879,3555,3370
3880,3555,3370
3882,4425,417
3883,4425,1697
3884,4425,1697
3885,4425,1697
3886,4425,1697
3887,1100,3460
3888,1100,3460
3889,1100,3460
3891,1100,3092
3892,3302,1697
3893,3302,1697
3894,3302,417
3898,3515,661
3899,3515,661
3903,860,2693
3904,860,2693
3906,860,3312
3907,860,2693
3908,3507,661
3909,3507,3442
3910,3507,3442
3911,3507,661
3912,3507,661
3913,3427,2453
3914,3427,2453
3915,3427,2453
3916,3427,2453
3917,3427,2453
3918,3395,2173
3919,3395,2173
3920,3395,2173
3921,3395,2173
3922,3457,2173
3923,3475,3450
3925,3475,3089
3926,3475,3394
3927,3475,3450
3928,3475,3450
3929,2166,2202
3930,2166,2202
3931,2166,3460
3932,256,3460
3933,2840,1569
3934,2840,46
3935,2840,1569
3936,2840,1569
3937,2840,1569
3939,929,2202
3940,929,2202
3943,3516,2453
3944,3516,2453
3945,3516,2453
3946,3516,661
3948,3341,3496
3949,3341,2173
3954,4380,3285
3955,3404,1697
3958,3321,4395
3959,3321,4395
3960,3321,4395
3961,3321,4395
3962,3321,4395
3963,927,2202
3964,927,2202
3965,927,2202
3967,4380,3285
3969,4380,3285
3971,586,2651
3972,586,2651
3973,586,2651
3974,586,3276
3975,929,3496
3976,929,2542
3979,3302,2768
3980,3302,2768
3981,3302,2768
3982,3302,2768
3983,3536,2542
3984,3536,2542
3985,3536,2542
3986,3536,2542
3987,3340,4304
3988,3340,4304
3989,3340,4304
3990,3340,4304
3991,3515,661
3992,3515,661
3993,3515,661
3994,3515,661
4062,3286,3497
4117,3286,4378
4511,3395,4395
3996,4380,3285
3997,4380,3285
3998,4380,3285
3999,4380,3285
4001,3302,1697
4002,3302,1697
4005,3286,4378
4007,3286,4378
4008,3286,4378
4013,3050,3496
4014,3050,3496
4015,3050,3496
4016,3050,3496
4017,3395,4395
4018,3395,4395
4019,3395,4395
4022,2004,3359
4023,2004,3370
4024,2004,3370
4025,2004,3370
4026,2004,3370
4027,3648,3766
4028,3648,3766
4029,3648,3766
4031,927,2202
4032,927,2202
4033,927,2202
4034,927,2202
4035,927,2202
4036,3760,2605
4037,3760,2605
4038,3760,2605
4039,3760,2605
4040,3760,2605
4042,3831,3359
4043,3831,3359
4044,3831,3359
4045,3831,3359
4046,3302,2651
4047,3302,2651
4048,3302,2651
4049,3302,2651
4050,3302,2651
4051,4380,3285
4052,4380,3285
4053,4380,3285
4054,4380,3285
4055,4380,3370
4056,3395,4395
4057,3395,4395
4058,3395,4395
4059,3395,4395
4060,3395,4395
4061,3395,4395
4063,3831,3359
4064,3831,3359
4067,3050,3496
4068,3050,3496
4069,3050,3496
4070,3050,3496
4071,3050,3496
4072,2004,3370
4073,2004,3370
4074,2004,3370
4075,2004,3370
4076,3648,3450
4077,3648,3450
4078,3648,3450
4079,3648,3450
4080,3648,3450
4081,3760,2605
4082,3760,2605
4083,3760,2605
4084,3760,2605
4085,927,2202
4086,927,2202
4087,927,2202
4088,927,2202
4089,927,2202
4094,3302,2605
4095,3302,2651
4096,4380,3285
4097,4380,2651
4098,4380,2651
4099,4380,3285
4100,2004,3370
4101,2004,3370
4102,2004,3370
4103,2004,3370
4105,3831,3442
4106,3831,3442
4107,3831,3442
4108,3302,3359
4109,3302,3359
4110,3302,3359
4111,3302,3359
4113,3050,3496
4114,3050,3496
4115,3050,3496
4116,3050,3496
4118,3648,3764
4119,3648,3764
4120,3648,3764
4121,3648,3764
4508,3286,4378
4510,4380,3285
4512,3286,2202
4759,4380,2651
4760,3395,4395
4514,4086,3684
4515,4086,3684
4516,4086,3684
4517,4380,3285
4518,4380,3285
4521,4062,3717
4522,4062,3717
4523,4062,3717
4524,4062,3717
4525,4062,3717
4530,4069,3285
4531,4069,3285
4532,4069,3684
4534,4084,2605
4538,4760,4060
4542,4510,4072
4543,4510,4072
4544,4510,4072
4545,4510,4072
4547,3050,3496
4548,3050,3496
4549,3050,3496
4558,4511,4509
4559,4511,4509
4560,4511,4509
4561,4511,4509
4563,4059,3684
4565,4059,3450
4568,4110,3370
4569,4110,4512
4570,4110,3359
4571,4110,3370
4573,3302,2605
4574,3302,3370
4575,3302,3359
4576,3302,2605
4577,3302,3359
4580,4028,3496
4581,4028,3496
4582,4028,3764
4583,4028,3764
4584,4013,4087
4585,4013,4087
4586,4013,4087
4587,4013,4087
4588,4086,3684
4589,4086,3684
4590,4086,3684
4593,4078,4117
4594,4078,4117
4595,4078,4117
4596,4078,4117
4597,4759,4023
4598,4759,4023
4599,4759,4023
4601,4062,3717
4603,4062,3717
4604,4062,3717
4605,4062,3717
4606,4037,3442
4607,4037,3442
4608,4037,3442
4609,4037,3442
4610,4069,4070
4614,4068,4039
4615,4068,4039
4616,4068,4039
4618,927,3445
4619,927,4378
4620,927,4378
4621,927,4378
4623,4034,4079
4624,4034,4079
4626,4760,3764
4627,4760,4033
4628,4760,4033
4629,4760,4033
4636,4059,3285
4637,4059,3450
4638,4059,3285
4639,4059,3285
4640,4059,3450
4644,3831,3450
4645,4049,4378
4646,4049,4029
4647,4049,4378
4648,4049,4029
4649,4510,4072
4650,4510,4072
4651,4510,4072
4652,4510,4072
4653,4053,4060
4654,4053,3684
4655,4053,3684
4656,4053,4060
4657,4084,2605
4658,4084,2605
4661,4511,4509
4662,4511,4509
4663,4511,4509
4664,4511,4509
4666,3302,3359
4667,3302,3359
4668,3302,4395
4669,3302,3359
4671,4069,3285
4672,4069,3285
4673,4069,3285
4674,4069,3285
4675,4110,3370
4676,4110,3370
4677,4110,3370
4678,4110,3359
4679,4034,4070
4680,4034,4070
4681,4034,3496
4682,4034,4070
4684,4059,3450
4685,4059,3450
4686,4059,3450
4687,4059,3450
4689,4759,4023
4690,4759,4023
4691,4759,4023
4693,4028,3764
4694,4028,3764
4695,4028,3764
4697,4013,4087
4698,4013,4087
4699,4013,4087
4701,4078,4117
4702,4078,4117
4703,4078,4117
4705,4037,3442
4706,4037,3442
4707,4037,3442
4711,4062,3717
4712,4062,3717
4713,4062,3717
4714,4062,3717
4716,927,4378
4717,927,4378
4718,927,3445
4721,3050,3496
4722,3050,3496
4723,3050,3496
4725,4085,3496
4726,4085,4033
4729,4049,4029
4730,4049,4098
4733,4511,4039
4734,4511,4039
4735,3302,3359
4736,3302,2605
4737,3302,2605
4738,3302,3359
4739,4084,2605
4744,4034,3684
4745,4034,3684
4749,4069,4512
4750,4069,3285
4751,4059,3450
4752,4059,3450
4753,4059,3285
4755,3831,3450
4756,4380,4098
4757,3395,3276
4758,3831,4395
4764,3302,3359
4765,3302,3359
4766,3302,3359
4767,3302,3359
4768,4760,4109
4769,4760,4109
4798,4110,3359
4799,4110,3359
4805,3395,4072
4806,3395,4072
4807,3395,4072
4809,3395,4072
4810,4084,3359
4811,4084,4757
4812,4084,4757
4815,4744,4682
