"Dam","Cohort","BroodRef","BroodName","ID","EventDate","Month_Yr","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","Number_Broods_with_Partner","M_EPP_Year","M_EPP_brood","Sex","Age"
45,2005,697,"E197",166,2005-07-12,"2005-07",4,1,13,4,12,1,1,"1",4
892,2005,698,"E198",4435,2005-07-11,"2005-07",3,2,16,2,12,1,1,"1",NA
832,2005,699,"E199",1464,2005-07-12,"2005-07",2,0,8,0,3,0,0,"1",1
985,2005,700,"E200",602,2005-07-14,"2005-07",4,0,14,3,1,1,0,"1",3
750,2005,702,"E202",1898,2005-07-13,"2005-07",4,0,4,2,1,1,0,"1",1
1386,2005,703,"E203",287,2005-07-14,"2005-07",2,0,11,1,1,1,0,"1",3
860,2005,704,"E204",114,2005-07-14,"2005-07",1,2,7,4,5,1,1,"1",4
646,2005,705,"E205",500,2005-07-13,"2005-07",2,0,9,0,1,0,0,"1",NA
342,2005,706,"E206",421,2005-07-14,"2005-07",2,0,11,0,5,0,0,"1",3
2014,2005,707,"E207",356,2005-07-14,"2005-07",5,0,10,4,1,1,0,"1",3
309,2005,708,"E208",993,2005-07-16,"2005-07",3,0,12,0,4,0,0,"1",2
4391,2005,709,"E209",4265,2005-07-15,"2005-07",4,0,14,2,4,1,0,"1",NA
4273,2005,710,"E210",4153,2005-07-16,"2005-07",2,0,10,0,9,0,0,"1",NA
542,2005,711,"E211",251,2005-07-15,"2005-07",4,2,10,6,3,1,1,"1",4
512,2005,712,"E212",765,2005-07-14,"2005-07",3,2,12,2,5,1,1,"1",2
1364,2005,713,"E213",504,2005-07-16,"2005-07",3,0,14,1,2,1,0,"1",NA
1739,2005,714,"E214",46,2005-07-16,"2005-07",3,1,8,4,3,1,1,"1",4
427,2005,715,"E215",22,2005-07-16,"2005-07",4,0,12,0,9,0,0,"1",4
857,2005,716,"E216",1569,2005-07-16,"2005-07",1,0,7,1,5,1,0,"1",1
1047,2005,717,"E217",1226,2005-07-17,"2005-07",1,0,9,0,2,0,0,"1",1
1318,2005,718,"E218",23,2005-07-20,"2005-07",2,1,10,2,1,1,1,"1",4
4290,2005,719,"E219",4275,2005-07-20,"2005-07",3,0,10,1,12,1,0,"1",NA
913,2005,720,"E220",818,2005-07-24,"2005-07",3,0,10,1,5,1,0,"1",2
980,2005,721,"E221",4421,2005-07-24,"2005-07",3,1,9,4,3,1,1,"1",4
649,2005,722,"E222",460,2005-07-25,"2005-07",4,0,14,0,7,0,0,"1",3
784,2005,723,"E223",1095,2005-07-27,"2005-07",2,0,12,1,4,1,0,"1",2
431,2005,724,"E224",356,2005-07-26,"2005-07",5,0,10,4,7,1,0,"1",3
540,2005,725,"E225",1053,2005-07-28,"2005-07",4,0,14,1,3,1,0,"1",2
843,2005,727,"E227",1343,2005-07-28,"2005-07",4,0,4,0,1,0,0,"1",1
1589,2005,728,"E228",393,2005-07-28,"2005-07",2,0,15,1,4,1,0,"1",3
4382,2005,730,"E230",494,2005-07-31,"2005-07",1,2,1,6,1,1,1,"1",NA
963,2005,731,"E231",505,2005-07-30,"2005-07",6,0,13,1,3,1,0,"1",NA
416,2005,732,"E232",4418,2005-07-31,"2005-07",3,1,11,1,9,1,1,"1",NA
586,2005,733,"E233",285,2005-07-24,"2005-07",2,2,10,7,8,1,1,"1",3
1069,2005,735,"E235",1935,2005-08-02,"2005-08",3,0,15,0,4,0,0,"1",1
892,2005,736,"E236",4435,2005-08-03,"2005-08",2,0,16,2,12,1,0,"1",NA
988,2005,738,"E238",145,2005-08-05,"2005-08",2,0,14,3,9,1,0,"1",4
442,2005,739,"E239",457,2005-08-07,"2005-08",4,0,15,5,7,1,0,"1",3
604,2005,740,"E240",4304,2005-08-07,"2005-08",4,0,19,6,7,1,0,"1",NA
571,2005,741,"E241",974,2005-08-07,"2005-08",2,0,7,0,3,0,0,"1",2
4391,2005,742,"E242",4265,2005-08-07,"2005-08",2,0,14,2,4,1,0,"1",NA
309,2005,743,"E243",993,2005-08-07,"2005-08",3,0,12,0,4,0,0,"1",2
622,2005,744,"E244",1954,2005-05-06,"2005-05",1,0,4,0,3,0,0,"1",1
963,2005,745,"E245",505,2005-05-07,"2005-05",7,1,13,1,3,1,1,"1",NA
571,2005,747,"E247",974,2005-06-27,"2005-06",2,0,7,0,3,0,0,"1",2
524,2006,753,"F005",4153,2006-04-27,"2006-04",4,0,4,0,1,0,0,"1",NA
45,2006,754,"F006",166,2006-04-28,"2006-04",5,0,14,0,12,0,0,"1",5
338,2006,757,"F009",466,2006-04-29,"2006-04",5,0,11,0,7,0,0,"1",4
206,2006,758,"F010",2018,2006-04-29,"2006-04",2,0,2,0,5,0,0,"1",3
892,2006,760,"F012",4435,2006-04-29,"2006-04",4,0,18,1,12,1,0,"1",NA
2349,2006,762,"F014",1448,2006-05-01,"2006-05",4,0,4,0,1,0,0,"1",2
592,2006,766,"F018",418,2006-05-03,"2006-05",3,0,9,0,8,0,0,"1",4
2004,2006,771,"F023",823,2006-05-04,"2006-05",3,0,14,1,7,1,0,"1",3
256,2006,773,"F025",650,2006-05-08,"2006-05",1,2,9,3,4,1,1,"1",4
571,2006,775,"F027",1227,2006-05-07,"2006-05",4,1,8,1,2,1,1,"1",2
3050,2006,776,"F028",2187,2006-05-09,"2006-05",3,0,4,0,1,0,0,"1",1
1827,2006,777,"F029",1353,2006-05-08,"2006-05",4,0,4,0,4,0,0,"1",2
2007,2006,786,"F038",2352,2006-05-18,"2006-05",2,0,2,0,1,0,0,"1",1
427,2006,787,"F039",285,2006-05-19,"2006-05",3,0,3,0,1,0,0,"1",4
338,2006,788,"F040",466,2006-05-22,"2006-05",3,0,11,0,7,0,0,"1",4
206,2006,789,"F041",2906,2006-05-24,"2006-05",3,0,8,0,1,0,0,"1",1
4425,2006,792,"F044",962,2006-05-22,"2006-05",4,2,5,8,4,1,1,"1",3
2725,2006,793,"F045",457,2006-05-22,"2006-05",2,0,6,0,2,0,0,"1",4
2865,2006,794,"F046",1697,2006-05-24,"2006-05",4,0,7,0,2,0,0,"1",2
2966,2006,797,"F049",2605,2006-05-29,"2006-05",2,0,2,0,1,0,0,"1",1
892,2006,800,"F052",4435,2006-05-31,"2006-05",4,1,18,1,12,1,1,"1",NA
2691,2006,802,"F054",23,2006-05-31,"2006-05",2,2,9,2,2,1,1,"1",5
2004,2006,803,"F055",823,2006-06-01,"2006-06",8,1,14,1,7,1,1,"1",3
256,2006,806,"F058",650,2006-06-04,"2006-06",3,0,9,3,4,1,0,"1",4
1054,2006,807,"F059",3052,2006-06-05,"2006-06",3,0,3,0,1,0,0,"1",2
622,2006,808,"F060",1954,2006-05-21,"2006-05",1,1,3,1,3,1,1,"1",2
784,2006,809,"F061",417,2006-06-04,"2006-06",3,1,8,1,2,1,1,"1",4
2658,2006,810,"F062",2053,2006-06-04,"2006-06",2,0,4,0,2,0,0,"1",1
1827,2006,812,"F064",2202,2006-06-05,"2006-06",5,1,5,1,1,1,1,"1",1
571,2006,813,"F065",1227,2006-06-06,"2006-06",4,0,8,1,2,1,0,"1",2
1047,2006,814,"F066",500,2006-06-06,"2006-06",2,2,2,5,1,1,1,"1",NA
927,2006,815,"F067",494,2006-06-06,"2006-06",5,0,6,0,2,0,0,"1",NA
2584,2006,816,"F068",2173,2006-06-08,"2006-06",4,0,4,0,1,0,0,"1",1
1100,2006,818,"F070",959,2006-06-08,"2006-06",2,0,2,0,5,0,0,"1",3
2166,2006,822,"F074",1464,2006-06-09,"2006-06",1,1,4,1,NA,1,1,"1",2
857,2006,823,"F075",1569,2006-06-07,"2006-06",2,1,6,1,5,1,1,"1",2
45,2006,825,"F077",166,2006-06-09,"2006-06",4,0,14,0,12,0,0,"1",5
843,2006,826,"F078",2904,2006-06-11,"2006-06",3,1,7,1,2,1,1,"1",1
860,2006,827,"F079",2246,2006-06-11,"2006-06",2,0,2,0,1,0,0,"1",1
592,2006,829,"F081",418,2006-06-08,"2006-06",3,0,9,0,8,0,0,"1",4
427,2006,832,"F084",661,2006-06-13,"2006-06",5,0,5,1,1,1,0,"1",4
2725,2006,833,"F085",457,2006-06-15,"2006-06",4,0,6,0,2,0,0,"1",4
586,2006,835,"F087",4230,2006-06-18,"2006-06",4,0,4,0,1,0,0,"1",NA
2865,2006,836,"F088",1697,2006-06-17,"2006-06",3,0,7,0,2,0,0,"1",2
988,2006,837,"F089",2970,2006-06-19,"2006-06",5,0,5,0,1,0,0,"1",1
2167,2006,838,"F090",2944,2006-06-24,"2006-06",2,0,2,0,1,0,0,"1",1
206,2006,839,"F091",2661,2006-06-24,"2006-06",4,0,9,1,2,1,0,"1",1
338,2006,841,"F093",466,2006-06-26,"2006-06",3,0,11,0,7,0,0,"1",4
892,2006,842,"F094",4435,2006-06-27,"2006-06",5,0,18,1,12,1,0,"1",NA
2840,2006,843,"F095",46,2006-06-27,"2006-06",3,0,3,0,2,0,0,"1",5
2004,2006,844,"F096",823,2006-06-28,"2006-06",8,1,14,1,7,1,1,"1",3
929,2006,845,"F097",984,2006-06-28,"2006-06",4,0,4,0,1,0,0,"1",3
980,2006,846,"F098",23,2006-06-25,"2006-06",3,0,9,2,1,1,0,"1",5
4380,2006,847,"F099",4378,2006-07-01,"2006-07",3,0,3,0,1,0,0,"1",NA
622,2006,849,"F101",2187,2006-07-01,"2006-07",1,0,4,0,1,0,0,"1",1
2489,2006,850,"F102",2527,2006-07-01,"2006-07",2,0,2,0,1,0,0,"1",1
4425,2006,851,"F103",962,2006-06-28,"2006-06",1,4,5,8,4,1,1,"1",3
256,2006,852,"F104",650,2006-07-11,"2006-07",5,1,9,3,4,1,1,"1",4
2691,2006,854,"F106",23,2006-07-11,"2006-07",4,0,9,2,2,1,0,"1",5
586,2006,855,"F107",2651,2006-07-14,"2006-07",5,0,5,0,4,0,0,"1",1
784,2006,856,"F108",417,2006-07-12,"2006-07",5,0,8,1,2,1,0,"1",4
2865,2006,857,"F109",1954,2006-07-13,"2006-07",2,0,3,1,1,1,0,"1",2
2658,2006,860,"F112",2053,2006-07-17,"2006-07",2,0,4,0,2,0,0,"1",1
338,2006,861,"F113",2906,2006-07-18,"2006-07",2,0,8,0,1,0,0,"1",1
843,2006,862,"F114",2904,2006-07-18,"2006-07",4,0,7,1,2,1,0,"1",1
45,2006,863,"F115",166,2006-07-16,"2006-07",5,0,14,0,12,0,0,"1",5
2405,2006,865,"F117",1464,2006-07-16,"2006-07",3,0,4,1,2,1,0,"1",2
927,2006,866,"F118",494,2006-07-18,"2006-07",1,0,6,0,2,0,0,"1",NA
857,2006,868,"F120",1569,2006-07-20,"2006-07",4,0,6,1,5,1,0,"1",2
2949,2006,868,"F120",1569,2006-07-20,"2006-07",4,0,6,1,NA,1,0,"1",2
592,2006,870,"F122",418,2006-07-20,"2006-07",3,0,9,0,8,0,0,"1",4
860,2006,871,"F123",114,2006-07-21,"2006-07",4,0,4,0,1,0,0,"1",5
1598,2006,872,"F124",2833,2006-07-23,"2006-07",3,0,3,0,1,0,0,"1",1
206,2006,874,"F126",2661,2006-07-28,"2006-07",5,1,9,1,2,1,1,"1",1
963,2006,875,"F127",4395,2006-07-18,"2006-07",1,0,1,0,1,0,0,"1",2
2004,2006,876,"F128",823,2006-08-03,"2006-08",3,0,14,1,7,1,0,"1",3
892,2006,878,"F130",4435,2006-08-09,"2006-08",5,0,18,1,12,1,0,"1",NA
3051,2006,880,"F132",2906,2006-08-12,"2006-08",3,0,8,0,1,0,0,"1",1
338,2006,880,"F132",2906,2006-08-12,"2006-08",3,0,8,0,NA,0,0,"1",1
4380,2007,884,"G003",3285,2007-04-24,"2007-04",3,0,9,0,7,0,0,"1",1
338,2007,886,"G005",2605,2007-05-07,"2007-05",6,0,9,0,1,0,0,"1",2
4425,2007,894,"G013",1697,2007-05-06,"2007-05",3,0,16,0,3,0,0,"1",3
3395,2007,897,"G016",2173,2007-05-10,"2007-05",3,0,10,1,3,1,0,"1",2
927,2007,898,"G017",2202,2007-05-11,"2007-05",4,0,11,2,3,1,0,"1",2
3050,2007,902,"G021",2768,2007-05-09,"2007-05",4,0,12,0,2,0,0,"1",2
2004,2007,904,"G023",417,2007-05-14,"2007-05",3,4,13,8,3,1,1,"1",5
3302,2007,907,"G026",417,2007-05-14,"2007-05",3,4,13,8,2,1,1,"1",5
2492,2007,909,"G028",2944,2007-05-15,"2007-05",7,0,9,2,2,1,0,"1",2
586,2007,910,"G029",2651,2007-05-22,"2007-05",3,0,9,3,4,1,0,"1",2
3340,2007,912,"G031",4304,2007-05-24,"2007-05",3,0,10,0,3,0,0,"1",NA
3536,2007,914,"G033",2542,2007-05-26,"2007-05",2,0,10,1,3,1,0,"1",2
3351,2007,915,"G034",2944,2007-05-29,"2007-05",7,0,9,2,1,1,0,"1",2
3350,2007,918,"G037",3430,2007-05-30,"2007-05",5,0,7,0,2,0,0,"1",2
2489,2007,917,"G036",2605,2007-05-31,"2007-05",6,0,9,0,2,0,0,"1",2
4425,2007,919,"G038",1697,2007-06-02,"2007-06",8,0,16,0,3,0,0,"1",3
4380,2007,920,"G039",3285,2007-06-04,"2007-06",4,0,9,0,7,0,0,"1",1
3507,2007,921,"G040",3442,2007-06-05,"2007-06",5,1,7,1,2,1,1,"1",1
929,2007,922,"G041",2202,2007-06-06,"2007-06",5,0,11,2,3,1,0,"1",2
2004,2007,923,"G042",417,2007-06-08,"2007-06",7,3,13,8,3,1,1,"1",5
3427,2007,925,"G044",2453,2007-06-08,"2007-06",7,0,15,0,2,0,0,"1",2
1100,2007,927,"G046",3460,2007-06-10,"2007-06",1,0,5,0,2,0,0,"1",1
750,2007,931,"G050",3496,2007-06-13,"2007-06",4,1,5,2,1,1,1,"1",1
3475,2007,932,"G051",3450,2007-06-13,"2007-06",4,0,7,0,2,0,0,"1",1
3429,2007,933,"G052",3359,2007-06-13,"2007-06",5,0,5,0,1,0,0,"1",1
3404,2007,934,"G053",1697,2007-06-15,"2007-06",8,0,16,0,3,0,0,"1",3
3395,2007,935,"G054",2173,2007-06-17,"2007-06",2,0,10,1,3,1,0,"1",2
3302,2007,936,"G055",417,2007-06-16,"2007-06",7,3,13,8,2,1,1,"1",5
3516,2007,938,"G057",2453,2007-06-18,"2007-06",7,0,15,0,2,0,0,"1",2
542,2007,941,"G060",3478,2007-06-22,"2007-06",3,0,3,0,1,0,0,"1",1
2492,2007,942,"G061",2944,2007-06-25,"2007-06",2,2,9,2,2,1,1,"1",2
3050,2007,943,"G062",2768,2007-06-26,"2007-06",4,0,12,0,2,0,0,"1",2
586,2007,944,"G063",2651,2007-06-26,"2007-06",3,2,9,3,4,1,1,"1",2
3536,2007,948,"G067",2542,2007-07-03,"2007-07",4,0,10,1,3,1,0,"1",2
3340,2007,949,"G068",4304,2007-07-03,"2007-07",3,0,10,0,3,0,0,"1",NA
2489,2007,951,"G070",2605,2007-07-08,"2007-07",3,0,9,0,2,0,0,"1",2
3350,2007,952,"G071",3430,2007-07-08,"2007-07",2,0,7,0,2,0,0,"1",2
2004,2007,953,"G072",417,2007-07-12,"2007-07",3,1,13,8,3,1,1,"1",5
3555,2007,955,"G074",3370,2007-07-13,"2007-07",2,0,2,0,1,0,0,"1",1
4425,2007,956,"G075",1697,2007-07-16,"2007-07",5,0,16,0,3,0,0,"1",3
1100,2007,957,"G076",3460,2007-07-17,"2007-07",4,0,5,0,2,0,0,"1",1
3515,2007,959,"G078",661,2007-07-13,"2007-07",2,4,6,6,2,1,1,"1",5
860,2007,960,"G079",2693,2007-07-19,"2007-07",3,0,3,0,3,0,0,"1",2
3507,2007,961,"G080",3442,2007-07-19,"2007-07",2,0,7,1,2,1,0,"1",1
3427,2007,962,"G081",2453,2007-07-19,"2007-07",8,0,15,0,2,0,0,"1",2
3395,2007,963,"G082",2173,2007-07-21,"2007-07",5,1,10,1,3,1,1,"1",2
3457,2007,963,"G082",2173,2007-07-21,"2007-07",5,1,10,1,NA,1,1,"1",2
3475,2007,964,"G083",3450,2007-07-20,"2007-07",3,0,7,0,2,0,0,"1",1
2166,2007,965,"G084",3460,2007-07-22,"2007-07",4,0,5,0,2,0,0,"1",1
2840,2007,966,"G085",46,2007-07-20,"2007-07",1,0,1,5,2,1,0,"1",6
929,2007,967,"G086",2202,2007-07-19,"2007-07",2,2,11,2,3,1,1,"1",2
3516,2007,968,"G087",2453,2007-07-23,"2007-07",8,0,15,0,2,0,0,"1",2
3341,2007,969,"G088",3496,2007-07-23,"2007-07",1,0,5,2,1,1,0,"1",1
3404,2007,970,"G089",1697,2007-07-22,"2007-07",5,0,16,0,3,0,0,"1",3
4380,2007,973,"G092",3285,2007-08-03,"2007-08",2,0,9,0,7,0,0,"1",1
586,2007,975,"G094",2651,2007-08-05,"2007-08",3,0,9,3,4,1,0,"1",2
3302,2007,976,"G095",2768,2007-08-05,"2007-08",4,0,12,0,1,0,0,"1",2
3536,2007,977,"G096",2542,2007-08-07,"2007-08",4,1,10,1,3,1,1,"1",2
3340,2007,978,"G097",4304,2007-08-08,"2007-08",4,0,10,0,3,0,0,"1",NA
3515,2007,979,"G098",661,2007-08-08,"2007-08",4,0,6,6,2,1,0,"1",5
4380,2008,981,"H002",3285,2008-04-14,"2008-04",4,0,10,0,7,0,0,"1",2
3050,2008,982,"H003",3496,2008-04-26,"2008-04",4,0,13,0,5,0,0,"1",2
3648,2008,988,"H009",3766,2008-05-12,"2008-05",3,0,3,0,1,0,0,"1",1
927,2008,989,"H010",2202,2008-05-13,"2008-05",5,0,10,0,3,0,0,"1",3
3760,2008,991,"H012",2605,2008-05-15,"2008-05",5,0,9,1,2,1,0,"1",3
3302,2008,992,"H013",2651,2008-05-23,"2008-05",5,0,6,2,2,1,0,"1",3
4380,2008,993,"H014",3285,2008-05-25,"2008-05",4,0,10,0,7,0,0,"1",2
3831,2008,994,"H015",3359,2008-06-03,"2008-06",2,0,6,0,1,0,0,"1",2
3050,2008,996,"H017",3496,2008-06-09,"2008-06",5,0,13,0,5,0,0,"1",2
3648,2008,998,"H019",3450,2008-06-24,"2008-06",5,0,5,0,1,0,0,"1",2
3760,2008,1001,"H022",2605,2008-06-26,"2008-06",4,1,9,1,2,1,1,"1",3
927,2008,1003,"H024",2202,2008-06-30,"2008-06",5,0,10,0,3,0,0,"1",3
3302,2008,999,"H020",2651,2008-06-26,"2008-06",1,2,6,2,2,1,1,"1",3
4380,2008,1002,"H023",3285,2008-06-30,"2008-06",2,0,10,0,7,0,0,"1",2
3302,2008,1005,"H026",3359,2008-07-21,"2008-07",4,0,6,0,10,0,0,"1",2
3050,2008,1006,"H027",3496,2008-07-21,"2008-07",4,0,13,0,5,0,0,"1",2
4380,2009,1070,"I002",3285,2009-04-06,"2009-04",2,2,7,6,7,1,1,"1",3
4062,2009,1072,"I004",3717,2009-04-13,"2009-04",5,0,13,0,5,0,0,"1",2
4069,2009,1074,"I006",3684,2009-04-15,"2009-04",1,1,6,3,1,1,1,"1",2
4084,2009,1075,"I007",2605,2009-04-16,"2009-04",1,2,4,4,3,1,1,"1",4
4510,2009,1077,"I009",4072,2009-04-16,"2009-04",4,0,8,0,2,0,0,"1",1
3050,2009,1078,"I010",3496,2009-04-16,"2009-04",3,0,6,4,5,1,0,"1",3
4511,2009,1081,"I013",4509,2009-04-21,"2009-04",4,0,8,0,2,0,0,"1",NA
4059,2009,1082,"I014",3450,2009-04-22,"2009-04",1,0,9,0,7,0,0,"1",3
4110,2009,1083,"I015",3370,2009-04-30,"2009-04",2,1,5,1,5,1,1,"1",3
3302,2009,1084,"I016",3359,2009-04-30,"2009-04",2,1,7,2,10,1,1,"1",3
4028,2009,1085,"I017",3764,2009-05-03,"2009-05",2,1,5,1,2,1,1,"1",2
4013,2009,1086,"I018",4087,2009-05-06,"2009-05",4,0,7,0,2,0,0,"1",1
4086,2009,1087,"I019",3684,2009-05-08,"2009-05",3,0,6,3,1,1,0,"1",2
4078,2009,1088,"I020",4117,2009-05-11,"2009-05",4,0,7,0,2,0,0,"1",2
4062,2009,1090,"I022",3717,2009-05-12,"2009-05",4,0,13,0,5,0,0,"1",2
4037,2009,1091,"I023",3442,2009-05-12,"2009-05",4,0,7,0,2,0,0,"1",3
4069,2009,1092,"I024",4070,2009-05-13,"2009-05",1,0,4,0,1,0,0,"1",1
4068,2009,1093,"I025",4039,2009-05-12,"2009-05",3,0,5,0,1,0,0,"1",1
927,2009,1094,"I026",3445,2009-05-13,"2009-05",1,0,2,0,2,0,0,"1",3
4760,2009,1096,"I028",4033,2009-05-15,"2009-05",3,0,3,1,1,1,0,"1",1
4059,2009,1097,"I029",3450,2009-05-18,"2009-05",2,0,9,0,7,0,0,"1",3
4049,2009,1101,"I033",4029,2009-05-31,"2009-05",2,0,3,0,2,0,0,"1",1
4510,2009,1102,"I034",4072,2009-06-02,"2009-06",4,0,8,0,2,0,0,"1",1
4053,2009,1103,"I035",4060,2009-06-03,"2009-06",2,0,2,0,1,0,0,"1",1
4084,2009,1104,"I036",2605,2009-06-03,"2009-06",2,0,4,4,3,1,0,"1",4
4511,2009,1105,"I037",4509,2009-06-04,"2009-06",4,0,8,0,2,0,0,"1",NA
3302,2009,1107,"I039",3359,2009-06-04,"2009-06",3,1,7,2,10,1,1,"1",3
4069,2009,1108,"I040",3285,2009-06-05,"2009-06",4,0,7,6,2,1,0,"1",3
4110,2009,1109,"I041",3370,2009-06-07,"2009-06",3,0,5,1,5,1,0,"1",3
4034,2009,1110,"I042",4070,2009-06-08,"2009-06",3,0,4,0,1,0,0,"1",1
4059,2009,1111,"I043",3450,2009-06-12,"2009-06",4,0,9,0,7,0,0,"1",3
4759,2009,1112,"I044",4023,2009-06-16,"2009-06",3,0,3,0,1,0,0,"1",1
4028,2009,1113,"I045",3764,2009-06-17,"2009-06",3,0,5,1,2,1,0,"1",2
4013,2009,1114,"I046",4087,2009-06-18,"2009-06",3,0,7,0,2,0,0,"1",1
4078,2009,1115,"I047",4117,2009-06-18,"2009-06",3,0,7,0,2,0,0,"1",2
4037,2009,1116,"I048",3442,2009-06-19,"2009-06",3,0,7,0,2,0,0,"1",3
4062,2009,1118,"I050",3717,2009-06-22,"2009-06",4,0,13,0,5,0,0,"1",2
927,2009,1119,"I051",3445,2009-06-23,"2009-06",1,0,2,0,2,0,0,"1",3
3050,2009,1120,"I052",3496,2009-06-26,"2009-06",3,1,6,4,5,1,1,"1",3
4049,2009,1122,"I054",4029,2009-07-05,"2009-07",1,0,3,0,2,0,0,"1",1
4511,2009,1124,"I056",4039,2009-07-11,"2009-07",2,0,5,0,1,0,0,"1",1
3302,2009,1125,"I057",3359,2009-07-09,"2009-07",2,0,7,2,10,1,0,"1",3
4084,2009,1126,"I058",2605,2009-07-12,"2009-07",1,2,4,4,3,1,1,"1",4
4034,2009,1128,"I060",3684,2009-07-20,"2009-07",2,0,6,3,1,1,0,"1",2
4069,2009,1129,"I061",3285,2009-07-20,"2009-07",1,1,7,6,2,1,1,"1",3
4059,2009,1130,"I062",3450,2009-07-21,"2009-07",2,0,9,0,7,0,0,"1",3
3302,2010,1132,"J001",3359,2010-04-07,"2010-04",4,3,9,6,10,1,1,"1",4
4760,2010,1133,"J002",4109,2010-04-10,"2010-04",2,0,4,0,2,0,0,"1",2
3395,2010,1143,"J012",4072,2010-04-14,"2010-04",4,0,13,1,3,1,0,"1",2
4084,2010,1144,"J013",4757,2010-04-23,"2010-04",2,0,5,0,6,0,0,"1",1
4744,2010,1145,"J014",4682,2010-04-22,"2010-04",4,0,9,0,3,0,0,"1",1
4078,2010,1146,"J015",4071,2010-04-23,"2010-04",4,0,12,0,3,0,0,"1",2
4110,2010,1154,"J023",3370,2010-05-12,"2010-05",2,0,2,0,5,0,0,"1",4
3302,2010,1155,"J024",3359,2010-05-17,"2010-05",3,2,9,6,10,1,1,"1",4
4049,2010,1156,"J025",4039,2010-05-17,"2010-05",2,0,5,0,1,0,0,"1",2
4037,2010,1157,"J026",4753,2010-05-17,"2010-05",4,0,5,0,2,0,0,"1",1
3395,2010,1158,"J027",4072,2010-05-16,"2010-05",1,0,13,1,3,1,0,"1",2
4759,2010,1159,"J028",3764,2010-05-10,"2010-05",1,1,6,1,5,1,1,"1",3
4059,2010,1163,"J031",3450,2010-05-21,"2010-05",4,0,6,1,7,1,0,"1",4
4723,2010,1164,"J032",4119,2010-05-24,"2010-05",4,0,5,0,2,0,0,"1",2
4062,2010,1165,"J033",3717,2010-05-21,"2010-05",2,0,5,0,5,0,0,"1",3
4739,2010,1166,"J034",4070,2010-05-23,"2010-05",2,0,5,0,2,0,0,"1",2
4760,2010,1167,"J035",4109,2010-05-19,"2010-05",2,0,4,0,2,0,0,"1",2
4084,2010,1168,"J037",4757,2010-05-29,"2010-05",1,0,5,0,6,0,0,"1",1
4078,2010,1171,"J040",4071,2010-06-01,"2010-06",5,0,12,0,3,0,0,"1",2
4744,2010,1172,"J041",4682,2010-06-02,"2010-06",2,0,9,0,3,0,0,"1",1
4619,2010,1173,"J042",4664,2010-06-05,"2010-06",5,0,12,0,4,0,0,"1",1
3395,2010,1174,"J043",4072,2010-06-08,"2010-06",5,1,13,1,3,1,1,"1",2
4754,2010,1175,"J044",4573,2010-06-09,"2010-06",3,0,3,0,1,0,0,"1",1
4759,2010,1176,"J045",3764,2010-06-20,"2010-06",5,0,6,1,5,1,0,"1",3
4084,2010,1177,"J046",4757,2010-06-23,"2010-06",2,0,5,0,6,0,0,"1",1
4059,2010,1179,"J048",3450,2010-06-24,"2010-06",1,1,6,1,7,1,1,"1",4
4380,2010,1180,"J049",3684,2010-06-24,"2010-06",2,4,2,5,1,1,1,"1",3
4037,2010,1181,"J050",4753,2010-06-24,"2010-06",1,0,5,0,2,0,0,"1",1
4049,2010,1182,"J051",4722,2010-06-25,"2010-06",4,0,4,0,1,0,0,"1",1
3395,2010,1184,"J053",3496,2010-06-30,"2010-06",3,0,3,5,1,1,0,"1",4
4739,2010,1185,"J054",4070,2010-06-30,"2010-06",3,0,5,0,2,0,0,"1",2
3302,2010,1187,"J056",3359,2010-06-22,"2010-06",2,1,9,6,10,1,1,"1",4
4062,2010,1188,"J057",3717,2010-07-02,"2010-07",3,0,5,0,5,0,0,"1",3
4078,2010,1189,"J058",4071,2010-07-07,"2010-07",3,0,12,0,3,0,0,"1",2
4744,2010,1190,"J059",4682,2010-07-10,"2010-07",3,0,9,0,3,0,0,"1",1
4689,2010,1191,"J060",3445,2010-07-12,"2010-07",2,0,2,0,1,0,0,"1",4
4619,2010,1192,"J061",4664,2010-07-14,"2010-07",2,0,12,0,4,0,0,"1",1
4723,2010,1194,"J063",4119,2010-07-01,"2010-07",1,0,5,0,2,0,0,"1",2
4059,2010,1195,"J064",3450,2010-07-28,"2010-07",1,0,6,1,7,1,0,"1",4
4679,2010,1196,"J065",4745,2010-07-10,"2010-07",1,0,1,0,1,0,0,"1",1
4721,2010,1197,"J066",4039,2010-07-17,"2010-07",3,0,5,0,1,0,0,"1",2
3395,2010,1198,"J067",4072,2010-07-22,"2010-07",3,0,13,1,1,1,0,"1",2
4619,2010,1151,"J020",4664,2010-04-29,"2010-04",5,0,12,0,4,0,0,"1",1
4862,2011,1316,"K114",4847,2011-06-29,"2011-06",4,0,6,0,2,0,0,"1",1
4963,2011,1317,"K115",4868,2011-07-01,"2011-07",3,0,8,0,1,0,0,"1",1
4854,2011,1202,"K002",4907,2011-04-11,"2011-04",3,0,7,0,3,0,0,"1",1
4084,2011,1203,"K003",4757,2011-04-14,"2011-04",1,0,4,10,6,1,0,"1",2
4585,2011,1204,"K004",4735,2011-04-15,"2011-04",4,0,5,1,2,1,0,"1",2
3302,2011,1208,"K008",3359,2011-04-02,"2011-04",2,3,8,3,10,1,1,"1",5
4619,2011,1211,"K011",4664,2011-04-13,"2011-04",5,0,5,0,4,0,0,"1",2
