Year,BirdID,BirdID_Year,Annual_Number_Broods,Annual_Number_Eggs,Annual_Hatchlings,Annual_Fledgelings_Genetic,AnnFledgeRaised,Age,Survival_CurrentYear,Genetic_Recruits,eti,sti,fti,pti,Sex
2004,4424,4424Y2004,4,11,13,4,6,3,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,4497,4497Y2004,5,18,16,3,3,NA,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,45,45Y2004,3,14,13,5,7,3,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,4501,4501Y2004,2,7,7,2,2,4,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,471,471Y2004,3,9,10,5,7,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,512,512Y2004,2,8,7,2,3,NA,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,521,521Y2004,3,13,9,2,5,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,524,524Y2004,1,4,4,1,0,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,533,533Y2004,2,8,6,4,4,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,540,540Y2004,2,8,7,2,0,1,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,542,542Y2004,1,4,3,3,3,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,551,551Y2004,2,10,10,2,4,1,0,1,1,-0.00367215,0.001733255,-0.001938895,0
2004,555,555Y2004,1,4,0,0,0,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,556,556Y2004,4,19,17,4,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,560,560Y2004,1,4,0,0,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,562,562Y2004,3,11,8,4,5,1,0,1,1,-0.00367215,0.001733255,-0.001938895,0
2004,569,569Y2004,1,4,0,0,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,571,571Y2004,2,8,6,0,2,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,586,586Y2004,3,14,11,3,2,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,592,592Y2004,3,9,8,2,0,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,604,604Y2004,2,8,7,1,0,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,605,605Y2004,3,15,15,2,4,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,622,622Y2004,1,3,0,0,0,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,646,646Y2004,3,15,13,4,2,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,649,649Y2004,3,11,10,6,5,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,704,704Y2004,3,12,7,4,3,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,723,723Y2004,2,7,4,0,1,3,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,753,753Y2004,2,8,8,5,5,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,76,76Y2004,2,13,9,2,6,3,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,784,784Y2004,2,6,6,3,0,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,819,819Y2004,3,11,9,2,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,832,832Y2004,2,6,3,2,3,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,843,843Y2004,2,4,7,0,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,857,857Y2004,3,12,10,4,4,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,860,860Y2004,2,6,6,6,5,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,885,885Y2004,1,4,0,0,0,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,892,892Y2004,3,14,11,3,3,1,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,903,903Y2004,3,12,8,2,4,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,912,912Y2004,1,0,2,0,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,913,913Y2004,2,8,7,3,2,1,1,3,4,0.001762632,0.01260282,0.014365452,0
2004,917,917Y2004,1,2,2,1,0,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,927,927Y2004,1,4,4,3,0,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,928,928Y2004,2,9,7,5,2,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,929,929Y2004,3,13,12,0,3,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,955,955Y2004,3,13,12,5,3,1,0,3,3,-0.00367215,0.01260282,0.00893067,0
2004,960,960Y2004,4,20,16,0,2,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,963,963Y2004,2,5,4,0,2,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,980,980Y2004,2,7,4,3,1,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,985,985Y2004,4,16,12,5,2,1,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,988,988Y2004,4,15,9,6,2,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2005,1047,1047Y2005,3,13,5,1,2,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,1048,1048Y2005,4,21,5,1,1,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1054,1054Y2005,1,4,4,3,0,2,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,1069,1069Y2005,4,18,16,5,10,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1100,1100Y2005,3,13,13,8,6,3,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,122,122Y2005,3,13,11,4,4,4,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1228,1228Y2005,3,13,9,2,2,1,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,1318,1318Y2005,3,12,9,0,4,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1364,1364Y2005,2,9,6,5,4,1,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,1386,1386Y2005,3,13,12,4,4,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1446,1446Y2005,2,8,7,2,4,1,1,2,3,0.003108639,0.006926265,0.010034904,0
2005,1507,1507Y2005,3,12,8,3,4,1,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,1514,1514Y2005,2,7,6,0,2,1,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,1544,1544Y2005,1,4,3,3,2,1,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,1558,1558Y2005,2,8,8,5,5,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1589,1589Y2005,4,16,11,4,3,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1598,1598Y2005,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2005,1718,1718Y2005,3,14,5,2,4,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1739,1739Y2005,3,12,7,4,4,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1827,1827Y2005,3,14,13,3,5,1,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,1907,1907Y2005,3,12,6,1,1,1,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,1940,1940Y2005,2,9,7,4,4,1,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,2004,2004Y2005,3,13,11,2,6,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,2007,2007Y2005,2,8,5,2,5,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,2014,2014Y2005,2,9,8,6,5,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,206,206Y2005,4,21,18,5,6,4,1,3,4,0.003108639,0.012161867,0.015270506,0
2005,256,256Y2005,2,8,8,2,5,3,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,309,309Y2005,4,16,10,3,4,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,338,338Y2005,3,16,14,5,6,3,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,342,342Y2005,3,14,12,4,6,3,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,346,346Y2005,1,5,4,3,3,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,353,353Y2005,2,10,10,5,5,3,1,6,7,0.003108639,0.027868674,0.030977312,0
2005,416,416Y2005,4,15,11,7,5,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,419,419Y2005,1,4,2,2,2,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,427,427Y2005,4,16,13,8,8,3,1,2,3,0.003108639,0.006926265,0.010034904,0
2005,4273,4273Y2005,3,15,13,9,9,5,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,4290,4290Y2005,3,13,12,3,7,5,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,431,431Y2005,3,12,9,5,6,3,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,438,438Y2005,1,5,4,2,0,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,4382,4382Y2005,1,3,1,0,0,4,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,4391,4391Y2005,4,20,20,6,8,2,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,4392,4392Y2005,2,5,5,3,1,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,442,442Y2005,4,18,15,8,7,3,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,4424,4424Y2005,3,14,11,8,7,4,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,4425,4425Y2005,2,6,6,2,0,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,45,45Y2005,3,14,12,3,6,4,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,471,471Y2005,4,20,10,4,5,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,512,512Y2005,3,12,7,0,2,NA,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,521,521Y2005,2,10,5,4,0,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,524,524Y2005,3,13,12,4,2,2,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,533,533Y2005,3,14,11,8,8,2,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,540,540Y2005,3,14,14,3,4,2,0,3,3,-0.002126963,0.012161867,0.010034904,0
2005,542,542Y2005,3,13,13,3,3,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,556,556Y2005,2,10,5,4,3,2,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,560,560Y2005,4,16,10,7,6,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,569,569Y2005,2,9,3,0,0,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,571,571Y2005,3,4,10,7,6,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,586,586Y2005,5,18,5,1,0,3,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,592,592Y2005,3,9,5,3,2,3,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,604,604Y2005,5,20,20,10,10,3,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,605,605Y2005,3,15,9,3,4,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,622,622Y2005,2,3,1,1,1,3,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,646,646Y2005,3,14,12,10,7,3,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,649,649Y2005,4,19,11,8,7,3,0,3,3,-0.002126963,0.012161867,0.010034904,0
2005,704,704Y2005,1,5,1,0,0,3,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,750,750Y2005,1,4,4,1,0,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,76,76Y2005,2,10,10,3,3,4,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,784,784Y2005,4,13,15,6,0,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,819,819Y2005,4,14,13,1,4,2,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,832,832Y2005,3,13,12,3,3,2,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,843,843Y2005,1,4,0,0,0,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,857,857Y2005,3,14,13,8,5,2,1,3,4,0.003108639,0.012161867,0.015270506,0
2005,860,860Y2005,3,12,12,5,5,2,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,892,892Y2005,5,24,20,8,5,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,903,903Y2005,3,16,12,7,4,2,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,912,912Y2005,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2005,913,913Y2005,4,17,16,6,6,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,917,917Y2005,4,13,6,3,4,2,0,0,0,-0.002126963,-0.003544939,-0.005671902,0
2005,927,927Y2005,2,11,7,2,2,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,929,929Y2005,2,12,11,4,4,2,1,1,2,0.003108639,0.001690663,0.004799302,0
2005,960,960Y2005,1,5,5,3,3,2,0,1,1,-0.002126963,0.001690663,-0.0004363,0
2005,963,963Y2005,3,7,7,2,1,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2005,980,980Y2005,3,11,8,5,3,2,1,2,3,0.003108639,0.006926265,0.010034904,0
2005,985,985Y2005,4,12,14,7,5,2,0,2,2,-0.002126963,0.006926265,0.004799302,0
2005,988,988Y2005,5,22,17,5,7,2,1,0,1,0.003108639,-0.003544939,-0.0004363,0
2006,1047,1047Y2006,1,4,2,1,2,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,1054,1054Y2006,2,7,7,4,4,3,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,1100,1100Y2006,3,12,7,5,4,4,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,1446,1446Y2006,1,0,0,0,0,2,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,1598,1598Y2006,1,0,4,3,3,2,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,1827,1827Y2006,3,13,13,7,8,2,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,1940,1940Y2006,1,4,4,1,0,2,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2004,2004Y2006,4,17,16,4,3,3,1,1,2,0.005402231,0.003405755,0.008807986,0
2006,2007,2007Y2006,1,4,4,3,3,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,206,206Y2006,4,17,14,6,5,5,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,2166,2166Y2006,1,4,4,4,3,1,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,2167,2167Y2006,1,5,3,2,3,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2232,2232Y2006,2,9,5,0,0,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2349,2349Y2006,1,4,4,0,0,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2360,2360Y2006,1,0,3,3,3,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2405,2405Y2006,3,12,2,2,2,1,0,2,2,-0.002290076,0.011098062,0.008807986,0
2006,2489,2489Y2006,1,0,4,4,4,1,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,256,256Y2006,3,12,11,7,7,4,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,2584,2584Y2006,1,4,3,0,0,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2658,2658Y2006,3,12,6,6,7,1,0,3,3,-0.002290076,0.01879037,0.016500294,0
2006,2691,2691Y2006,2,8,8,3,4,1,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,2725,2725Y2006,2,7,2,1,0,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2840,2840Y2006,1,3,3,3,3,1,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,2865,2865Y2006,3,14,12,2,2,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,2966,2966Y2006,1,4,2,2,1,1,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,3050,3050Y2006,2,6,3,0,0,1,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,338,338Y2006,5,20,12,1,1,4,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,353,353Y2006,1,0,4,3,3,4,1,3,4,0.005402231,0.01879037,0.024192601,0
2006,427,427Y2006,2,9,5,3,3,4,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,4380,4380Y2006,2,8,7,4,5,2,1,1,2,0.005402231,0.003405755,0.008807986,0
2006,4425,4425Y2006,4,15,11,2,2,3,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,45,45Y2006,3,14,14,6,10,5,0,2,2,-0.002290076,0.011098062,0.008807986,0
2006,524,524Y2006,1,4,4,2,2,3,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,542,542Y2006,1,5,5,3,3,3,1,1,2,0.005402231,0.003405755,0.008807986,0
2006,571,571Y2006,2,8,8,3,2,3,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,586,586Y2006,2,10,4,1,0,4,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,592,592Y2006,3,8,9,6,7,4,1,2,3,0.005402231,0.011098062,0.016500294,0
2006,604,604Y2006,1,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2006,622,622Y2006,2,3,4,3,3,4,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,750,750Y2006,1,0,2,0,0,3,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,784,784Y2006,3,13,12,7,7,3,1,4,5,0.005402231,0.026482678,0.031884909,0
2006,843,843Y2006,2,8,6,6,5,3,0,2,2,-0.002290076,0.011098062,0.008807986,0
2006,857,857Y2006,2,3,7,7,7,3,0,1,1,-0.002290076,0.003405755,0.001115678,0
2006,860,860Y2006,2,8,6,4,4,3,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,892,892Y2006,4,19,14,3,3,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,912,912Y2006,1,5,3,3,2,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,927,927Y2006,3,13,7,5,5,3,1,2,3,0.005402231,0.011098062,0.016500294,0
2006,929,929Y2006,1,5,4,2,2,3,1,0,1,0.005402231,-0.004286553,0.001115678,0
2006,963,963Y2006,2,3,1,1,1,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,980,980Y2006,1,5,3,2,2,3,0,0,0,-0.002290076,-0.004286553,-0.006576629,0
2006,988,988Y2006,2,9,9,2,2,3,0,2,2,-0.002290076,0.011098062,0.008807986,0
2007,1100,1100Y2007,2,10,9,5,6,5,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,2004,2004Y2007,3,9,8,4,4,4,1,0,1,0.00881001,-0.003319714,0.005490296,0
2007,2166,2166Y2007,2,8,7,5,5,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,2489,2489Y2007,2,8,8,4,5,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,2492,2492Y2007,2,8,8,7,7,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,2840,2840Y2007,2,9,8,8,7,2,0,1,1,-0.002553626,0.008043922,0.005490296,0
2007,3050,3050Y2007,2,8,8,4,4,2,1,0,1,0.00881001,-0.003319714,0.005490296,0
2007,3288,3288Y2007,1,4,0,0,0,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3302,3302Y2007,3,12,7,4,4,1,1,0,1,0.00881001,-0.003319714,0.005490296,0
2007,3340,3340Y2007,3,12,8,5,5,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3341,3341Y2007,1,5,2,1,0,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3350,3350Y2007,3,15,13,7,6,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3351,3351Y2007,1,5,5,0,0,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,338,338Y2007,1,4,0,0,0,5,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3395,3395Y2007,3,14,13,6,7,1,1,1,2,0.00881001,0.008043922,0.016853933,0
2007,3404,3404Y2007,3,13,11,3,2,1,0,1,1,-0.002553626,0.008043922,0.005490296,0
2007,3423,3423Y2007,1,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2007,3427,3427Y2007,2,9,9,7,7,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3429,3429Y2007,1,5,5,4,4,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3475,3475Y2007,3,16,11,10,10,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3507,3507Y2007,3,15,12,8,5,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3515,3515Y2007,4,19,4,0,0,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3516,3516Y2007,2,11,6,3,3,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,353,353Y2007,1,5,0,0,0,5,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3536,3536Y2007,3,12,7,4,4,1,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,3555,3555Y2007,1,3,3,2,2,2,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,4380,4380Y2007,4,18,11,7,7,3,1,0,1,0.00881001,-0.003319714,0.005490296,0
2007,4425,4425Y2007,3,15,8,2,2,4,0,1,1,-0.002553626,0.008043922,0.005490296,0
2007,542,542Y2007,2,9,8,0,0,4,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,586,586Y2007,3,13,6,3,5,5,0,2,2,-0.002553626,0.019407559,0.016853933,0
2007,592,592Y2007,2,9,5,1,1,5,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,750,750Y2007,1,4,3,2,2,4,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,784,784Y2007,1,5,0,0,0,4,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2007,860,860Y2007,3,14,10,6,8,4,0,1,1,-0.002553626,0.008043922,0.005490296,0
2007,927,927Y2007,1,5,5,3,3,4,1,1,2,0.00881001,0.008043922,0.016853933,0
2007,929,929Y2007,3,14,10,4,4,4,0,0,0,-0.002553626,-0.003319714,-0.00587334,0
2008,2004,2004Y2008,2,10,4,3,3,5,0,3,3,-0.028985507,0,-0.028985507,0
2008,3050,3050Y2008,3,13,13,8,8,3,1,5,6,0.014492754,0.086956522,0.101449275,0
2008,3286,3286Y2008,1,4,0,0,0,2,0,1,1,-0.028985507,-0.086956522,-0.115942029,0
2008,3302,3302Y2008,4,17,15,10,10,2,1,3,4,0.014492754,0,0.014492754,0
2008,3395,3395Y2008,1,5,4,0,0,2,1,3,4,0.014492754,0,0.014492754,0
2008,3648,3648Y2008,2,9,7,7,7,1,0,7,7,-0.028985507,0.173913043,0.144927536,0
2008,3760,3760Y2008,2,9,9,8,8,1,0,4,4,-0.028985507,0.043478261,0.014492754,0
2008,3831,3831Y2008,1,4,0,0,0,1,1,0,1,0.014492754,-0.130434783,-0.115942029,0
2008,3832,3832Y2008,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,0
2008,4380,4380Y2008,3,13,12,10,10,4,1,5,6,0.014492754,0.086956522,0.101449275,0
2008,927,927Y2008,3,15,8,7,7,5,1,5,6,0.014492754,0.086956522,0.101449275,0
2009,3050,3050Y2009,2,8,6,5,5,4,0,3,3,-0.012443439,0.033182504,0.020739065,0
2009,3302,3302Y2009,3,15,14,10,10,3,1,4,5,0.007164404,0.052790347,0.059954751,0
2009,4013,4013Y2009,2,8,7,6,6,1,0,2,2,-0.012443439,0.013574661,0.001131222,0
2009,4028,4028Y2009,2,9,8,5,5,1,0,2,2,-0.012443439,0.013574661,0.001131222,0
2009,4034,4034Y2009,2,10,8,6,6,1,0,4,4,-0.012443439,0.052790347,0.040346908,0
2009,4037,4037Y2009,2,8,7,7,7,1,1,3,4,0.007164404,0.033182504,0.040346908,0
2009,4049,4049Y2009,2,7,6,4,4,1,1,0,1,0.007164404,-0.025641026,-0.018476621,0
2009,4053,4053Y2009,1,4,4,3,3,1,0,0,0,-0.012443439,-0.025641026,-0.038084465,0
2009,4059,4059Y2009,4,18,16,6,6,1,1,2,3,0.007164404,0.013574661,0.020739065,0
2009,4062,4062Y2009,3,15,15,5,5,2,1,0,1,0.007164404,-0.025641026,-0.018476621,0
2009,4068,4068Y2009,2,7,3,3,2,1,0,1,1,-0.012443439,-0.006033183,-0.018476621,0
2009,4069,4069Y2009,4,14,10,6,6,1,0,1,1,-0.012443439,-0.006033183,-0.018476621,0
2009,4078,4078Y2009,3,12,12,6,6,1,1,1,2,0.007164404,-0.006033183,0.001131222,0
2009,4084,4084Y2009,3,11,5,3,4,1,1,1,2,0.007164404,-0.006033183,0.001131222,0
2009,4085,4085Y2009,1,4,4,1,1,1,0,0,0,-0.012443439,-0.025641026,-0.038084465,0
2009,4086,4086Y2009,2,10,8,2,2,1,0,0,0,-0.012443439,-0.025641026,-0.038084465,0
2009,4110,4110Y2009,3,11,8,4,4,1,1,0,1,0.007164404,-0.025641026,-0.018476621,0
2009,4380,4380Y2009,2,6,2,2,2,5,1,0,1,0.007164404,-0.025641026,-0.018476621,0
2009,4510,4510Y2009,2,9,8,6,6,1,0,1,1,-0.012443439,-0.006033183,-0.018476621,0
2009,4511,4511Y2009,3,11,11,6,6,2,0,3,3,-0.012443439,0.033182504,0.020739065,0
2009,4759,4759Y2009,2,8,3,3,3,1,1,1,2,0.007164404,-0.006033183,0.001131222,0
2009,4760,4760Y2009,1,4,4,4,4,1,1,0,1,0.007164404,-0.025641026,-0.018476621,0
2009,927,927Y2009,2,10,7,5,6,6,0,3,3,-0.012443439,0.033182504,0.020739065,0
2010,3302,3302Y2010,3,1,10,8,8,4,1,8,9,0.005926251,0.080333626,0.086259877,0
2010,3395,3395Y2010,5,4,21,4,4,4,0,2,2,-0.008999122,-0.009218613,-0.018217735,0
2010,4037,4037Y2010,2,2,7,5,5,2,1,3,4,0.005926251,0.00570676,0.011633011,0
2010,4049,4049Y2010,2,2,8,5,5,2,1,4,5,0.005926251,0.020632133,0.026558385,0
2010,4059,4059Y2010,3,6,9,6,6,2,1,6,7,0.005926251,0.05048288,0.056409131,0
2010,4062,4062Y2010,3,2,9,5,5,3,1,6,7,0.005926251,0.05048288,0.056409131,0
2010,4078,4078Y2010,3,3,13,3,3,2,0,1,1,-0.008999122,-0.024143986,-0.033143108,0
2010,4084,4084Y2010,3,2,12,6,6,2,1,6,7,0.005926251,0.05048288,0.056409131,0
2010,4110,4110Y2010,4,4,9,2,2,2,1,1,2,0.005926251,-0.024143986,-0.018217735,0
2010,4380,4380Y2010,2,2,6,4,4,6,1,3,4,0.005926251,0.00570676,0.011633011,0
2010,4585,4585Y2010,1,1,4,1,1,1,1,2,3,0.005926251,-0.009218613,-0.003292362,0
2010,4619,4619Y2010,3,3,12,3,3,1,1,3,4,0.005926251,0.00570676,0.011633011,0
2010,4663,4663Y2010,1,1,4,2,2,1,1,2,3,0.005926251,-0.009218613,-0.003292362,0
