"femID","Female_total_EPO_clutches","BroodName","femaleCohort","SocialDadID","FWPO","FEPO","FTO","FPercentEP","F_EPP_brood","F_total_Brood_number","F_total_Partner_number","Number_Broods_with_Partner","F_Percent_clutch_EP","Sex","Age","Dam","maleCohort","BroodRef","maleID","EventDate","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","M_EPP_Year","M_EPP_brood"
4967,5,"O005",2015,7267,4,0,4,0,0,15,15,3,0.333333333333333,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4967,5,"O030",2015,7267,5,0,5,0,0,15,15,3,0.333333333333333,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4967,5,"O077",2015,7267,2,3,5,0.6,1,15,15,3,0.333333333333333,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4968,1,"K029",2011,4998,4,0,4,0,0,3,3,3,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4968,1,"K075",2011,4998,2,2,4,0.5,1,3,3,3,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4968,1,"K133",2011,4998,4,0,4,0,0,3,3,3,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4972,3,"K020",2011,4673,0,4,4,1,1,3,3,3,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4972,3,"K074",2011,4673,1,2,3,0.666666666666667,1,3,3,3,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4972,3,"K122",2011,4673,0,3,3,1,1,3,3,3,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,2,"K046",2011,5062,0,2,2,1,1,2,2,1,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,2,"K100",2011,4060,3,1,4,0.25,1,2,2,1,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"L013",2012,4991,2,2,4,0.5,1,9,9,2,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"L040",2012,4991,0,2,2,1,1,9,9,2,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"L094",2012,4895,4,0,4,0,0,9,9,1,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"M020",2013,5461,3,1,4,0.25,1,9,9,2,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"M059",2013,5461,4,0,4,0,0,9,9,2,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"M122",2013,6489,1,3,4,0.75,1,9,9,1,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"N044",2014,7267,5,0,5,0,0,9,9,3,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"N148",2014,7267,4,1,5,0.2,1,9,9,3,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4975,6,"N236",2014,7267,1,1,2,0.5,1,9,9,3,0.666666666666667,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"L025",2012,5096,5,0,5,0,0,10,10,1,0.6,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"M042",2013,5139,4,0,4,0,0,10,10,3,0.6,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"N172",2014,5139,3,1,4,0.25,1,10,10,3,0.6,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"O051",2015,5139,2,0,2,0,0,10,10,3,0.6,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"O093",2015,7426,0,4,4,1,1,10,10,1,0.6,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"Q081",2017,8707,4,0,4,0,0,10,10,3,0.6,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"Q165",2017,8707,3,2,5,0.4,1,10,10,3,0.6,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"Q213",2017,8707,1,2,3,0.666666666666667,1,10,10,3,0.6,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"R089",2018,9632,0,4,4,1,1,10,10,1,0.6,"0",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,6,"T074",2019,8188,1,3,4,0.75,1,10,10,1,0.6,"0",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,2,"K013",2011,4885,1,2,3,0.666666666666667,1,3,3,2,0.666666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,2,"K072",2011,4885,3,0,3,0,0,3,3,2,0.666666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4982,2,"K130",2011,4737,2,1,3,0.333333333333333,1,3,3,1,0.666666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4989,1,"K026",2011,4900,3,0,3,0,0,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4989,1,"K110",2011,4900,0,2,2,1,1,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5005,1,"K142",2011,4060,2,1,3,0.333333333333333,1,1,1,1,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"L001",2012,5489,4,0,4,0,0,8,8,6,0.125,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"L026",2012,5489,4,0,4,0,0,8,8,6,0.125,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"L060",2012,5489,5,0,5,0,0,8,8,6,0.125,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"L090",2012,5489,4,0,4,0,0,8,8,6,0.125,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"M105",2013,5489,3,0,3,0,0,8,8,6,0.125,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"M165",2013,5489,3,0,3,0,0,8,8,6,0.125,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"N143",2014,4895,3,1,4,0.25,1,8,8,2,0.125,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,"N217",2014,4895,4,0,4,0,0,8,8,2,0.125,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5017,1,"K018",2011,4706,3,0,3,0,0,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5017,1,"K082",2011,4706,0,3,3,1,1,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,2,"K119",2011,5044,1,1,2,0.5,1,4,4,1,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,2,"L005",2012,4705,5,0,5,0,0,4,4,3,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,2,"L058",2012,4705,3,2,5,0.4,1,4,4,3,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5025,2,"L085",2012,4705,4,0,4,0,0,4,4,3,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,0,"K028",2011,4768,4,0,4,0,0,1,1,1,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5046,1,"K043",2011,5047,2,0,2,0,0,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5046,1,"K091",2011,5047,3,1,4,0.25,1,2,2,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5053,0,"K151",2011,5009,2,0,2,0,0,1,1,1,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5058,0,"K079",2011,4717,5,0,5,0,0,1,1,1,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5063,0,"K138",2011,4758,4,0,4,0,0,1,1,1,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"K051",2011,4868,5,0,5,0,0,6,6,1,0.166666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"L009",2012,5623,4,0,4,0,0,6,6,3,0.166666666666667,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"L053",2012,5623,4,0,4,0,0,6,6,3,0.166666666666667,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"L089",2012,5623,2,0,2,0,0,6,6,3,0.166666666666667,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"M001",2013,5031,4,0,4,0,0,6,6,2,0.166666666666667,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,1,"M045",2013,5031,3,1,4,0.25,1,6,6,2,0.166666666666667,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"L027",2012,4682,2,1,3,0.333333333333333,1,6,6,6,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"L065",2012,4682,4,0,4,0,0,6,6,6,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"L086",2012,4682,2,2,4,0.5,1,6,6,6,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"M010",2013,4682,3,0,3,0,0,6,6,6,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"M079",2013,4682,2,0,2,0,0,6,6,6,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5093,2,"M147",2013,4682,4,0,4,0,0,6,6,6,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,0,"L038",2012,5107,5,0,5,0,0,2,2,2,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,0,"L079",2012,5107,2,0,2,0,0,2,2,2,0,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5136,1,"L098",2012,5004,2,1,3,0.333333333333333,1,1,1,1,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"L020",2012,5593,1,3,4,0.75,1,9,9,1,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"L050",2012,4895,3,0,3,0,0,9,9,8,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"L091",2012,4895,4,0,4,0,0,9,9,8,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"M008",2013,4895,4,0,4,0,0,9,9,8,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"M072",2013,4895,3,1,4,0.25,1,9,9,8,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"M145",2013,4895,3,0,3,0,0,9,9,8,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"N034",2014,4895,3,2,5,0.4,1,9,9,8,0.333333333333333,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"N117",2014,4895,5,0,5,0,0,9,9,8,0.333333333333333,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,3,"N201",2014,4895,3,0,3,0,0,9,9,8,0.333333333333333,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,1,"L037",2012,4757,3,0,3,0,0,5,5,5,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,1,"L075",2012,4757,5,0,5,0,0,5,5,5,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,1,"M076",2013,4757,3,0,3,0,0,5,5,5,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,1,"M143",2013,4757,4,1,5,0.2,1,5,5,5,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,1,"N182",2014,4757,4,0,4,0,0,5,5,5,0.2,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"L011",2012,3764,3,0,3,0,0,21,21,9,0.571428571428571,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"L051",2012,3764,1,2,3,0.666666666666667,1,21,21,9,0.571428571428571,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"L083",2012,3764,1,2,3,0.666666666666667,1,21,21,9,0.571428571428571,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"M005",2013,3764,3,1,4,0.25,1,21,21,9,0.571428571428571,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"M094",2013,3764,4,1,5,0.2,1,21,21,9,0.571428571428571,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"M155",2013,3764,4,1,5,0.2,1,21,21,9,0.571428571428571,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"N025",2014,3764,3,1,4,0.25,1,21,21,9,0.571428571428571,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"N099",2014,3764,3,2,5,0.4,1,21,21,9,0.571428571428571,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"N181",2014,3764,1,2,3,0.666666666666667,1,21,21,9,0.571428571428571,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"O015",2015,7900,3,0,3,0,0,21,21,4,0.571428571428571,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"O070",2015,7900,3,1,4,0.25,1,21,21,4,0.571428571428571,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"O100",2015,7900,3,0,3,0,0,21,21,4,0.571428571428571,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"P043",2016,7900,4,0,4,0,0,21,21,4,0.571428571428571,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"P088",2016,4896,4,0,4,0,0,21,21,3,0.571428571428571,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"P122",2016,4896,2,1,3,0.333333333333333,1,21,21,3,0.571428571428571,"0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"Q030",2017,4896,3,0,3,0,0,21,21,3,0.571428571428571,"0",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"Q118",2017,9267,3,0,3,0,0,21,21,5,0.571428571428571,"0",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"Q192",2017,9267,2,1,3,0.333333333333333,1,21,21,5,0.571428571428571,"0",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"R013",2018,9267,4,0,4,0,0,21,21,5,0.571428571428571,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"R064",2018,9267,3,0,3,0,0,21,21,5,0.571428571428571,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,12,"R130",2018,9267,1,2,3,0.666666666666667,1,21,21,5,0.571428571428571,"0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"L002",2012,4943,3,1,4,0.25,1,10,10,8,0.4,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"L032",2012,4943,3,0,3,0,0,10,10,8,0.4,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"L078",2012,4943,4,0,4,0,0,10,10,8,0.4,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"M004",2013,4943,1,2,3,0.666666666666667,1,10,10,8,0.4,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"M032",2013,4943,2,0,2,0,0,10,10,8,0.4,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"M168",2013,4943,3,0,3,0,0,10,10,8,0.4,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"N007",2014,4943,2,2,4,0.5,1,10,10,8,0.4,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"N089",2014,4943,3,0,3,0,0,10,10,8,0.4,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"N168",2014,6969,2,3,5,0.6,1,10,10,1,0.4,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,4,"N238",2014,7266,4,0,4,0,0,10,10,1,0.4,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"L030",2012,5517,3,1,4,0.25,1,10,10,1,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"L073",2012,4991,2,0,2,0,0,10,10,1,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"M138",2013,6461,0,2,2,1,1,10,10,1,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"N020",2014,6793,2,1,3,0.333333333333333,1,10,10,1,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"N087",2014,7154,4,0,4,0,0,10,10,2,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"N183",2014,7154,3,0,3,0,0,10,10,2,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"O009",2015,5675,3,1,4,0.25,1,10,10,4,0.5,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"O031",2015,5675,2,2,4,0.5,1,10,10,4,0.5,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"O063",2015,5675,3,0,3,0,0,10,10,4,0.5,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5407,5,"O079",2015,5675,4,0,4,0,0,10,10,4,0.5,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410,2,"L049",2012,5466,3,0,3,0,0,4,4,4,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410,2,"L080",2012,5466,1,2,3,0.666666666666667,1,4,4,4,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410,2,"M019",2013,5466,3,0,3,0,0,4,4,4,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410,2,"M102",2013,5466,3,1,4,0.25,1,4,4,4,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5428,1,"L021",2012,4896,4,1,5,0.2,1,1,1,1,1,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"L031",2012,5616,5,0,5,0,0,10,10,8,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"L071",2012,5616,4,0,4,0,0,10,10,8,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"M016",2013,5616,4,1,5,0.2,1,10,10,8,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"M055",2013,5616,5,0,5,0,0,10,10,8,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"M131",2013,5616,3,0,3,0,0,10,10,8,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"N014",2014,5616,3,0,3,0,0,10,10,8,0.2,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"N064",2014,5616,4,1,5,0.2,1,10,10,8,0.2,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"N154",2014,5616,5,0,5,0,0,10,10,8,0.2,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"N239",2014,6923,2,0,2,0,0,10,10,2,0.2,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,"O007",2015,6923,3,0,3,0,0,10,10,2,0.2,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,1,"L035",2012,5359,4,0,4,0,0,5,5,5,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,1,"L061",2012,5359,4,0,4,0,0,5,5,5,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,1,"L096",2012,5359,4,0,4,0,0,5,5,5,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,1,"M011",2013,5359,4,0,4,0,0,5,5,5,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5598,1,"M056",2013,5359,2,2,4,0.5,1,5,5,5,0.2,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"L029",2012,5195,3,1,4,0.25,1,9,9,9,0.666666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"L069",2012,5195,4,0,4,0,0,9,9,9,0.666666666666667,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"M068",2013,5195,1,2,3,0.666666666666667,1,9,9,9,0.666666666666667,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"M132",2013,5195,3,1,4,0.25,1,9,9,9,0.666666666666667,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"N050",2014,5195,1,2,3,0.666666666666667,1,9,9,9,0.666666666666667,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"N141",2014,5195,1,2,3,0.666666666666667,1,9,9,9,0.666666666666667,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"N219",2014,5195,3,0,3,0,0,9,9,9,0.666666666666667,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"O047",2015,5195,3,1,4,0.25,1,9,9,9,0.666666666666667,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5625,6,"O084",2015,5195,3,0,3,0,0,9,9,9,0.666666666666667,"0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5678,1,"L054",2012,5311,1,0,1,0,0,2,2,1,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5678,1,"N228",2014,6455,1,2,3,0.666666666666667,1,2,2,1,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,2,"L046",2012,6240,4,0,4,0,0,5,5,5,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,2,"L070",2012,6240,3,0,3,0,0,5,5,5,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,2,"M013",2013,6240,5,0,5,0,0,5,5,5,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,2,"M098",2013,6240,3,1,4,0.25,1,5,5,5,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,2,"M162",2013,6240,2,1,3,0.333333333333333,1,5,5,5,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6245,1,"L064",2012,5031,3,1,4,0.25,1,2,2,1,0.5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6245,1,"O044",2015,6687,4,0,4,0,0,2,2,1,0.5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"M014",2013,6517,2,1,3,0.333333333333333,1,6,6,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"M080",2013,6517,3,0,3,0,0,6,6,2,0.5,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"N101",2014,6532,1,3,4,0.75,1,6,6,2,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"N187",2014,6532,4,0,4,0,0,6,6,2,0.5,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"O004",2015,6862,4,0,4,0,0,6,6,1,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,3,"O058",2015,6517,2,1,3,0.333333333333333,1,6,6,1,0.5,"0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,4,"M027",2013,6433,2,0,2,0,0,5,5,2,0.8,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,4,"M101",2013,6433,1,2,3,0.666666666666667,1,5,5,2,0.8,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,4,"N091",2014,6270,1,1,2,0.5,1,5,5,3,0.8,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,4,"N133",2014,6270,4,1,5,0.2,1,5,5,3,0.8,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267,4,"N216",2014,6270,1,1,2,0.5,1,5,5,3,0.8,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6269,1,"M050",2013,6270,3,0,3,0,0,3,3,3,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6269,1,"M106",2013,6270,1,3,4,0.75,1,3,3,3,0.333333333333333,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6269,1,"N035",2014,6270,4,0,4,0,0,3,3,3,0.333333333333333,"0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6290,2,"M021",2013,5393,4,0,4,0,0,10,10,3,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6290,2,"M093",2013,5393,3,0,3,0,0,10,10,3,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6290,2,"M146",2013,5393,2,2,4,0.5,1,10,10,3,0.2,"0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
