"ID","Female_total_EPO_clutches","BroodName","Cohort","SocialDadID","FWPO","FEPO","FTO","FPercentEP","F_EPP_brood","F_total_Brood_number","F_total_Partner_number","Number_Broods_with_Partner","F_Percent_clutch_EP","Sex","Age"
3536,0,"G096",2007,2542,4,0,4,0,0,3,3,3,0,"0",1
3555,0,"G074",2007,3370,2,0,2,0,0,1,1,1,0,"0",2
3648,0,"H009",2008,3766,3,0,3,0,0,2,2,1,0,"0",1
3648,0,"H019",2008,3450,5,0,5,0,0,2,2,1,0,"0",1
3760,0,"H012",2008,2605,5,0,5,0,0,2,2,2,0,"0",1
3760,0,"H022",2008,2605,4,0,4,0,0,2,2,2,0,"0",1
3831,0,"H015",2008,3359,2,0,2,0,0,1,1,1,0,"0",1
4013,0,"I018",2009,4087,4,0,4,0,0,2,2,2,0,"0",1
4013,0,"I046",2009,4087,3,0,3,0,0,2,2,2,0,"0",1
4028,1,"I017",2009,3764,2,2,4,0.5,1,2,2,2,0.5,"0",1
4028,1,"I045",2009,3764,3,0,3,0,0,2,2,2,0.5,"0",1
4034,1,"I042",2009,4070,3,1,4,0.25,1,2,2,1,0.5,"0",1
4034,1,"I060",2009,3684,2,0,2,0,0,2,2,1,0.5,"0",1
4037,1,"I023",2009,3442,4,0,4,0,0,4,4,2,0.25,"0",1
4037,1,"I048",2009,3442,3,0,3,0,0,4,4,2,0.25,"0",1
4037,1,"J026",2010,4753,4,0,4,0,0,4,4,2,0.25,"0",2
4037,1,"J050",2010,4753,1,2,3,0.666666666666667,1,4,4,2,0.25,"0",2
4049,5,"I033",2009,4029,2,2,4,0.5,1,6,6,2,0.833333333333333,"0",1
4049,5,"I054",2009,4029,1,1,2,0.5,1,6,6,2,0.833333333333333,"0",1
4049,5,"J025",2010,4039,2,1,3,0.333333333333333,1,6,6,1,0.833333333333333,"0",2
4049,5,"J051",2010,4722,4,0,4,0,0,6,6,1,0.833333333333333,"0",2
4049,5,"K017",2011,4753,2,2,4,0.5,1,6,6,2,0.833333333333333,"0",3
4049,5,"K126",2011,4753,1,3,4,0.75,1,6,6,2,0.833333333333333,"0",3
4053,1,"I035",2009,4060,2,2,4,0.5,1,1,1,1,1,"0",1
4059,8,"I014",2009,3450,1,1,2,0.5,1,17,17,7,0.470588235294118,"0",1
4059,8,"I029",2009,3450,2,3,5,0.6,1,17,17,7,0.470588235294118,"0",1
4059,8,"I043",2009,3450,4,0,4,0,0,17,17,7,0.470588235294118,"0",1
4059,8,"I062",2009,3450,2,1,3,0.333333333333333,1,17,17,7,0.470588235294118,"0",1
4059,8,"J031",2010,3450,4,0,4,0,0,17,17,7,0.470588235294118,"0",2
4059,8,"J048",2010,3450,1,0,1,0,0,17,17,7,0.470588235294118,"0",2
4059,8,"J064",2010,3450,1,1,2,0.5,1,17,17,7,0.470588235294118,"0",2
4059,8,"K097",2011,4109,0,1,1,1,1,17,17,1,0.470588235294118,"0",3
4059,8,"L015",2012,4768,1,4,5,0.8,1,17,17,9,0.470588235294118,"0",4
4059,8,"L057",2012,4768,3,0,3,0,0,17,17,9,0.470588235294118,"0",4
4059,8,"L081",2012,4768,4,0,4,0,0,17,17,9,0.470588235294118,"0",4
4059,8,"M073",2013,4768,3,1,4,0.25,1,17,17,9,0.470588235294118,"0",5
4059,8,"M152",2013,4768,2,1,3,0.333333333333333,1,17,17,9,0.470588235294118,"0",5
4059,8,"N019",2014,4768,1,0,1,0,0,17,17,9,0.470588235294118,"0",6
4059,8,"N083",2014,4768,3,0,3,0,0,17,17,9,0.470588235294118,"0",6
4059,8,"N160",2014,4768,4,0,4,0,0,17,17,9,0.470588235294118,"0",6
4059,8,"N237",2014,4768,1,0,1,0,0,17,17,9,0.470588235294118,"0",6
4062,1,"I004",2009,3717,5,0,5,0,0,6,6,5,0.166666666666667,"0",2
4062,1,"I022",2009,3717,4,0,4,0,0,6,6,5,0.166666666666667,"0",2
4062,1,"I050",2009,3717,4,0,4,0,0,6,6,5,0.166666666666667,"0",2
4062,1,"J033",2010,3717,2,3,5,0.6,1,6,6,5,0.166666666666667,"0",3
4062,1,"J057",2010,3717,3,0,3,0,0,6,6,5,0.166666666666667,"0",3
4062,1,"K012",2011,4895,4,0,4,0,0,6,6,1,0.166666666666667,"0",4
4068,0,"I025",2009,4039,3,0,3,0,0,1,1,1,0,"0",1
4069,2,"I006",2009,3684,1,2,3,0.666666666666667,1,4,4,1,0.5,"0",1
4069,2,"I024",2009,4070,1,0,1,0,0,4,4,1,0.5,"0",1
4069,2,"I040",2009,3285,4,0,4,0,0,4,4,2,0.5,"0",1
4069,2,"I061",2009,3285,1,1,2,0.5,1,4,4,2,0.5,"0",1
4078,1,"I020",2009,4117,4,0,4,0,0,5,5,2,0.2,"0",1
4078,1,"I047",2009,4117,3,0,3,0,0,5,5,2,0.2,"0",1
4078,1,"J015",2010,4071,4,1,5,0.2,1,5,5,3,0.2,"0",2
4078,1,"J040",2010,4071,5,0,5,0,0,5,5,3,0.2,"0",2
4078,1,"J058",2010,4071,3,0,3,0,0,5,5,3,0.2,"0",2
4084,9,"I007",2009,2605,1,0,1,0,0,12,12,3,0.75,"0",1
4084,9,"I036",2009,2605,2,0,2,0,0,12,12,3,0.75,"0",1
4084,9,"I058",2009,2605,1,0,1,0,0,12,12,3,0.75,"0",1
4084,9,"J013",2010,4757,2,1,3,0.333333333333333,1,12,12,6,0.75,"0",2
4084,9,"J037",2010,4757,1,2,3,0.666666666666667,1,12,12,6,0.75,"0",2
4084,9,"J046",2010,4757,2,2,4,0.5,1,12,12,6,0.75,"0",2
4084,9,"K003",2011,4757,1,3,4,0.75,1,12,12,6,0.75,"0",3
4084,9,"K061",2011,4757,2,1,3,0.333333333333333,1,12,12,6,0.75,"0",3
4084,9,"K118",2011,4757,1,2,3,0.666666666666667,1,12,12,6,0.75,"0",3
4084,9,"L003",2012,4900,2,2,4,0.5,1,12,12,3,0.75,"0",4
4084,9,"L036",2012,4900,3,2,5,0.4,1,12,12,3,0.75,"0",4
4084,9,"L076",2012,4900,2,2,4,0.5,1,12,12,3,0.75,"0",4
4085,1,"I053",2009,4072,0,2,2,1,1,1,1,1,1,"0",1
4086,0,"I019",2009,3684,3,0,3,0,0,1,1,1,0,"0",1
4110,7,"I015",2009,3370,2,2,4,0.5,1,8,8,5,0.875,"0",1
4110,7,"I041",2009,3370,3,1,4,0.25,1,8,8,5,0.875,"0",1
4110,7,"J011",2010,3370,0,2,2,1,1,8,8,5,0.875,"0",2
4110,7,"J023",2010,3370,2,1,3,0.333333333333333,1,8,8,5,0.875,"0",2
4110,7,"J062",2010,3370,0,1,1,1,1,8,8,5,0.875,"0",2
4110,7,"K031",2011,4722,4,0,4,0,0,8,8,3,0.875,"0",3
4110,7,"K071",2011,4722,3,2,5,0.4,1,8,8,3,0.875,"0",3
4110,7,"K132",2011,4722,1,1,2,0.5,1,8,8,3,0.875,"0",3
4134,0,"A024",2001,4295,3,0,3,0,0,2,2,2,0,"0",NA
4134,0,"A045",2001,4295,4,0,4,0,0,2,2,2,0,"0",NA
4137,1,"A032",2001,4435,3,1,4,0.25,1,1,1,1,1,"0",NA
4157,1,"A028",2001,4483,3,1,4,0.25,1,1,1,1,1,"0",NA
4168,0,"B023",2002,4274,3,0,3,0,0,2,2,2,0,"0",NA
4168,0,"B055",2002,4274,5,0,5,0,0,2,2,2,0,"0",NA
4177,1,"A013",2001,4153,4,0,4,0,0,4,4,2,0.25,"0",NA
4177,1,"A039",2001,4153,5,0,5,0,0,4,4,2,0.25,"0",NA
4177,1,"B045",2002,4304,2,2,4,0.5,1,4,4,2,0.25,"0",NA
4177,1,"B074",2002,4304,4,0,4,0,0,4,4,2,0.25,"0",NA
4178,1,"A015",2001,4265,4,0,4,0,0,4,4,3,0.25,"0",NA
4178,1,"A053",2001,4265,3,0,3,0,0,4,4,3,0.25,"0",NA
4178,1,"A055",2001,4265,2,1,3,0.333333333333333,1,4,4,3,0.25,"0",NA
4178,1,"B029",2002,110,5,0,5,0,0,4,4,1,0.25,"0",NA
4213,2,"B047",2002,16,4,1,5,0.2,1,4,4,1,0.5,"0",NA
4213,2,"C016",2003,46,2,1,3,0.333333333333333,1,4,4,1,0.5,"0",NA
4213,2,"C024",2003,104,3,0,3,0,0,4,4,2,0.5,"0",NA
4213,2,"C033",2003,104,1,0,1,0,0,4,4,2,0.5,"0",NA
4217,0,"A029",2001,4326,4,0,4,0,0,5,5,2,0,"0",NA
4217,0,"B039",2002,4326,4,0,4,0,0,5,5,2,0,"0",NA
4217,0,"C040",2003,4435,4,0,4,0,0,5,5,3,0,"0",NA
4217,0,"C093",2003,4435,5,0,5,0,0,5,5,3,0,"0",NA
4217,0,"C134",2003,4435,3,0,3,0,0,5,5,3,0,"0",NA
4246,1,"A021",2001,4406,4,0,4,0,0,4,4,2,0.25,"0",NA
4246,1,"A044",2001,4406,5,0,5,0,0,4,4,2,0.25,"0",NA
4246,1,"B006",2002,115,1,0,1,0,0,4,4,1,0.25,"0",NA
4246,1,"B089",2002,4415,1,3,4,0.75,1,4,4,1,0.25,"0",NA
4255,1,"A025",2001,4419,6,1,7,0.142857142857143,1,2,2,1,0.5,"0",NA
4255,1,"A052",2001,4439,3,0,3,0,0,2,2,1,0.5,"0",NA
4273,6,"C090",2003,4153,3,2,5,0.4,1,9,9,9,0.666666666666667,"0",NA
4273,6,"C124",2003,4153,5,0,5,0,0,9,9,9,0.666666666666667,"0",NA
4273,6,"D015",2004,4153,3,2,5,0.4,1,9,9,9,0.666666666666667,"0",NA
4273,6,"D079",2004,4153,3,0,3,0,0,9,9,9,0.666666666666667,"0",NA
4273,6,"D159",2004,4153,3,3,6,0.5,1,9,9,9,0.666666666666667,"0",NA
4273,6,"D197",2004,4153,3,1,4,0.25,1,9,9,9,0.666666666666667,"0",NA
4273,6,"E044",2005,4153,2,3,5,0.6,1,9,9,9,0.666666666666667,"0",NA
4273,6,"E138",2005,4153,6,0,6,0,0,9,9,9,0.666666666666667,"0",NA
4273,6,"E210",2005,4153,2,2,4,0.5,1,9,9,9,0.666666666666667,"0",NA
4277,1,"A023",2001,4247,3,0,3,0,0,4,4,1,0.25,"0",NA
4277,1,"A051",2001,4402,1,2,3,0.666666666666667,1,4,4,1,0.25,"0",NA
4277,1,"B002",2002,4247,3,0,3,0,0,4,4,2,0.25,"0",NA
4277,1,"B050",2002,4247,4,0,4,0,0,4,4,2,0.25,"0",NA
4290,7,"A008",2001,4412,4,1,5,0.2,1,14,14,2,0.5,"0",NA
4290,7,"A035",2001,4412,3,0,3,0,0,14,14,2,0.5,"0",NA
4290,7,"B025",2002,4275,4,1,5,0.2,1,14,14,12,0.5,"0",NA
4290,7,"B054",2002,4275,5,0,5,0,0,14,14,12,0.5,"0",NA
4290,7,"B073",2002,4275,4,0,4,0,0,14,14,12,0.5,"0",NA
4290,7,"C037",2003,4275,3,0,3,0,0,14,14,12,0.5,"0",NA
4290,7,"C087",2003,4275,2,2,4,0.5,1,14,14,12,0.5,"0",NA
4290,7,"C133",2003,4275,4,0,4,0,0,14,14,12,0.5,"0",NA
4290,7,"D004",2004,4275,1,1,2,0.5,1,14,14,12,0.5,"0",NA
4290,7,"D076",2004,4275,2,2,4,0.5,1,14,14,12,0.5,"0",NA
4290,7,"D148",2004,4275,4,0,4,0,0,14,14,12,0.5,"0",NA
4290,7,"E033",2005,4275,3,1,4,0.25,1,14,14,12,0.5,"0",NA
4290,7,"E134",2005,4275,4,0,4,0,0,14,14,12,0.5,"0",NA
4290,7,"E219",2005,4275,3,1,4,0.25,1,14,14,12,0.5,"0",NA
4291,3,"A020",2001,4158,4,0,4,0,0,4,4,1,0.75,"0",NA
4291,3,"A047",2001,4264,0,2,2,1,1,4,4,1,0.75,"0",NA
4291,3,"B010",2002,4417,2,1,3,0.333333333333333,1,4,4,2,0.75,"0",NA
4291,3,"B052",2002,4417,4,1,5,0.2,1,4,4,2,0.75,"0",NA
4333,0,"A019",2001,4274,4,0,4,0,0,4,4,2,0,"0",NA
4333,0,"A056",2001,4274,2,0,2,0,0,4,4,2,0,"0",NA
4333,0,"B020",2002,129,5,0,5,0,0,4,4,2,0,"0",NA
4333,0,"B044",2002,129,4,0,4,0,0,4,4,2,0,"0",NA
4376,2,"B032",2002,4478,4,0,4,0,0,7,7,2,0.285714285714286,"0",NA
4376,2,"B063",2002,4478,2,0,2,0,0,7,7,2,0.285714285714286,"0",NA
4376,2,"C001",2003,383,1,0,1,0,0,7,7,1,0.285714285714286,"0",NA
4376,2,"C067",2003,4247,3,0,3,0,0,7,7,1,0.285714285714286,"0",NA
4376,2,"C092",2003,383,5,0,5,0,0,7,7,3,0.285714285714286,"0",NA
4376,2,"D022",2004,383,3,1,4,0.25,1,7,7,3,0.285714285714286,"0",NA
4376,2,"D080",2004,383,3,1,4,0.25,1,7,7,3,0.285714285714286,"0",NA
4377,1,"B067",2002,4428,0,3,3,1,1,1,1,1,1,"0",NA
4380,6,"F051",2006,1210,0,4,4,1,1,10,10,1,0.6,"0",2
4380,6,"F099",2006,4378,3,0,3,0,0,10,10,1,0.6,"0",2
4380,6,"G003",2007,3285,3,1,4,0.25,1,10,10,7,0.6,"0",3
4380,6,"G039",2007,3285,4,1,5,0.2,1,10,10,7,0.6,"0",3
4380,6,"G092",2007,3285,2,0,2,0,0,10,10,7,0.6,"0",3
4380,6,"H002",2008,3285,4,0,4,0,0,10,10,7,0.6,"0",4
4380,6,"H014",2008,3285,4,1,5,0.2,1,10,10,7,0.6,"0",4
4380,6,"H023",2008,3285,2,2,4,0.5,1,10,10,7,0.6,"0",4
4380,6,"I002",2009,3285,2,0,2,0,0,10,10,7,0.6,"0",5
4380,6,"J049",2010,3684,2,1,3,0.333333333333333,1,10,10,1,0.6,"0",6
4382,0,"C098",2003,114,3,0,3,0,0,4,4,1,0,"0",2
4382,0,"D071",2004,984,3,0,3,0,0,4,4,1,0,"0",3
4382,0,"D120",2004,1095,3,0,3,0,0,4,4,1,0,"0",3
4382,0,"E230",2005,494,1,0,1,0,0,4,4,1,0,"0",4
4391,3,"E052",2005,4265,3,2,5,0.4,1,4,4,4,0.75,"0",2
4391,3,"E132",2005,4265,5,0,5,0,0,4,4,4,0.75,"0",2
4391,3,"E209",2005,4265,4,1,5,0.2,1,4,4,4,0.75,"0",2
4391,3,"E242",2005,4265,2,3,5,0.6,1,4,4,4,0.75,"0",2
4392,1,"E194",2005,505,4,1,5,0.2,1,1,1,1,1,"0",2
4405,0,"A030",2001,4463,3,0,3,0,0,1,1,1,0,"0",NA
4408,0,"A017",2001,4417,3,0,3,0,0,1,1,1,0,"0",NA
4420,0,"B012",2002,114,3,0,3,0,0,2,2,2,0,"0",NA
4420,0,"B056",2002,114,4,0,4,0,0,2,2,2,0,"0",NA
4424,7,"C030",2003,4417,0,2,2,1,1,9,9,1,0.777777777777778,"0",2
4424,7,"C091",2003,590,2,1,3,0.333333333333333,1,9,9,5,0.777777777777778,"0",2
4424,7,"D003",2004,590,2,0,2,0,0,9,9,5,0.777777777777778,"0",3
4424,7,"D074",2004,590,3,1,4,0.25,1,9,9,5,0.777777777777778,"0",3
4424,7,"D128",2004,590,3,1,4,0.25,1,9,9,5,0.777777777777778,"0",3
4424,7,"D198",2004,590,3,0,3,0,0,9,9,5,0.777777777777778,"0",3
4424,7,"E018",2005,4230,1,2,3,0.666666666666667,1,9,9,1,0.777777777777778,"0",4
4424,7,"E101",2005,537,2,3,5,0.6,1,9,9,2,0.777777777777778,"0",4
4424,7,"E186",2005,537,3,2,5,0.4,1,9,9,2,0.777777777777778,"0",4
4425,1,"E098",2005,962,3,0,3,0,0,7,7,4,0.142857142857143,"0",NA
4425,1,"E170",2005,962,3,0,3,0,0,7,7,4,0.142857142857143,"0",NA
4425,1,"F044",2006,962,4,0,4,0,0,7,7,4,0.142857142857143,"0",NA
4425,1,"F103",2006,962,1,0,1,0,0,7,7,4,0.142857142857143,"0",NA
4425,1,"G013",2007,1697,3,0,3,0,0,7,7,3,0.142857142857143,"0",NA
4425,1,"G038",2007,1697,3,0,3,0,0,7,7,3,0.142857142857143,"0",NA
4425,1,"G075",2007,1697,4,1,5,0.2,1,7,7,3,0.142857142857143,"0",NA
4434,1,"A016",2001,4229,4,0,4,0,0,3,3,2,0.333333333333333,"0",NA
4434,1,"A043",2001,4229,5,0,5,0,0,3,3,2,0.333333333333333,"0",NA
4434,1,"B030",2002,4415,1,1,2,0.5,1,3,3,1,0.333333333333333,"0",NA
4436,0,"A012",2001,4230,5,0,5,0,0,5,5,5,0,"0",NA
4436,0,"A040",2001,4230,4,0,4,0,0,5,5,5,0,"0",NA
4436,0,"B001",2002,4230,5,0,5,0,0,5,5,5,0,"0",NA
4436,0,"B035",2002,4230,4,0,4,0,0,5,5,5,0,"0",NA
4436,0,"B066",2002,4230,4,0,4,0,0,5,5,5,0,"0",NA
4437,1,"A010",2001,4415,3,0,3,0,0,2,2,2,0.5,"0",NA
4437,1,"A033",2001,4415,2,1,3,0.333333333333333,1,2,2,2,0.5,"0",NA
4438,1,"A011",2001,4432,1,3,4,0.75,1,2,2,2,0.5,"0",NA
4438,1,"A036",2001,4432,4,0,4,0,0,2,2,2,0.5,"0",NA
4440,0,"A048",2001,4304,4,0,4,0,0,1,1,1,0,"0",NA
4443,0,"A002",2001,4435,2,0,2,0,0,3,3,1,0,"0",NA
4443,0,"A034",2001,4303,4,0,4,0,0,3,3,1,0,"0",NA
4443,0,"B080",2002,4435,1,0,1,0,0,3,3,1,0,"0",NA
4447,1,"A003",2001,4403,2,0,2,0,0,5,5,2,0.2,"0",NA
4447,1,"A031",2001,4403,4,0,4,0,0,5,5,2,0.2,"0",NA
4447,1,"B027",2002,4477,4,0,4,0,0,5,5,2,0.2,"0",NA
4447,1,"B077",2002,4477,4,0,4,0,0,5,5,2,0.2,"0",NA
4447,1,"C038",2003,363,0,4,4,1,1,5,5,1,0.2,"0",NA
4465,1,"A022",2001,4410,4,0,4,0,0,3,3,2,0.333333333333333,"0",NA
4465,1,"A050",2001,4410,3,0,3,0,0,3,3,2,0.333333333333333,"0",NA
4465,1,"B021",2002,16,4,1,5,0.2,1,3,3,1,0.333333333333333,"0",NA
4468,1,"A026",2001,4477,3,0,3,0,0,5,5,1,0.2,"0",NA
4468,1,"A042",2001,4417,4,0,4,0,0,5,5,1,0.2,"0",NA
4468,1,"B009",2002,20,2,0,2,0,0,5,5,2,0.2,"0",NA
4468,1,"B046",2002,20,2,2,4,0.5,1,5,5,2,0.2,"0",NA
4468,1,"B070",2002,4467,4,0,4,0,0,5,5,1,0.2,"0",NA
4489,0,"A007",2001,4275,3,0,3,0,0,2,2,2,0,"0",NA
4489,0,"A041",2001,4275,5,0,5,0,0,2,2,2,0,"0",NA
4494,2,"A006",2001,4418,1,2,3,0.666666666666667,1,2,2,2,1,"0",NA
4494,2,"A037",2001,4418,2,2,4,0.5,1,2,2,2,1,"0",NA
4495,2,"A005",2001,4429,3,1,4,0.25,1,2,2,1,1,"0",NA
4495,2,"B018",2002,4265,4,1,5,0.2,1,2,2,1,1,"0",NA
4496,1,"A004",2001,4467,2,1,3,0.333333333333333,1,1,1,1,1,"0",NA
4497,4,"A001",2001,4470,5,0,5,0,0,14,14,3,0.285714285714286,"0",NA
4497,4,"A027",2001,4470,5,0,5,0,0,14,14,3,0.285714285714286,"0",NA
4497,4,"A049",2001,4470,3,0,3,0,0,14,14,3,0.285714285714286,"0",NA
4497,4,"B017",2002,4282,3,0,3,0,0,14,14,2,0.285714285714286,"0",NA
4497,4,"B051",2002,4282,3,0,3,0,0,14,14,2,0.285714285714286,"0",NA
4497,4,"B087",2002,4265,3,0,3,0,0,14,14,9,0.285714285714286,"0",NA
4497,4,"C021",2003,4265,1,0,1,0,0,14,14,9,0.285714285714286,"0",NA
4497,4,"C057",2003,4265,4,1,5,0.2,1,14,14,9,0.285714285714286,"0",NA
4497,4,"C110",2003,4265,5,0,5,0,0,14,14,9,0.285714285714286,"0",NA
4497,4,"D001",2004,4265,2,1,3,0.333333333333333,1,14,14,9,0.285714285714286,"0",NA
4497,4,"D069",2004,4265,5,0,5,0,0,14,14,9,0.285714285714286,"0",NA
4497,4,"D111",2004,4265,3,1,4,0.25,1,14,14,9,0.285714285714286,"0",NA
4497,4,"D178",2004,4265,0,5,5,1,1,14,14,9,0.285714285714286,"0",NA
4497,4,"D213",2004,4265,1,0,1,0,0,14,14,9,0.285714285714286,"0",NA
4498,0,"A014",2001,4409,5,0,5,0,0,2,2,2,0,"0",NA
4498,0,"A046",2001,4409,4,0,4,0,0,2,2,2,0,"0",NA
4500,0,"A009",2001,4499,4,0,4,0,0,2,2,2,0,"0",NA
4500,0,"A038",2001,4499,2,0,2,0,0,2,2,2,0,"0",NA
4501,1,"B019",2002,4418,2,1,3,0.333333333333333,1,6,6,3,0.166666666666667,"0",NA
4501,1,"B043",2002,4418,4,0,4,0,0,6,6,3,0.166666666666667,"0",NA
4501,1,"B076",2002,4418,2,0,2,0,0,6,6,3,0.166666666666667,"0",NA
4501,1,"C099",2003,4417,3,0,3,0,0,6,6,3,0.166666666666667,"0",NA
4501,1,"D070",2004,4417,3,0,3,0,0,6,6,3,0.166666666666667,"0",NA
4501,1,"D125",2004,4417,4,0,4,0,0,6,6,3,0.166666666666667,"0",NA
4504,0,"B005",2002,4464,1,0,1,0,0,3,3,3,0,"0",NA
4504,0,"B042",2002,4464,5,0,5,0,0,3,3,3,0,"0",NA
4504,0,"B072",2002,4464,2,0,2,0,0,3,3,3,0,"0",NA
4510,0,"I009",2009,4072,4,0,4,0,0,2,2,2,0,"0",1
4510,0,"I034",2009,4072,4,0,4,0,0,2,2,2,0,"0",1
4511,0,"I013",2009,4509,4,0,4,0,0,3,3,2,0,"0",2
4511,0,"I037",2009,4509,4,0,4,0,0,3,3,2,0,"0",2
4511,0,"I056",2009,4039,2,0,2,0,0,3,3,1,0,"0",2
4576,2,"L007",2012,4682,5,0,5,0,0,8,8,8,0.25,"0",3
4576,2,"L052",2012,4682,4,0,4,0,0,8,8,8,0.25,"0",3
4576,2,"M002",2013,4682,5,0,5,0,0,8,8,8,0.25,"0",4
4576,2,"M057",2013,4682,4,1,5,0.2,1,8,8,8,0.25,"0",4
4576,2,"M125",2013,4682,4,1,5,0.2,1,8,8,8,0.25,"0",4
4576,2,"N013",2014,4682,5,0,5,0,0,8,8,8,0.25,"0",5
4576,2,"N102",2014,4682,5,0,5,0,0,8,8,8,0.25,"0",5
4576,2,"N185",2014,4682,1,0,1,0,0,8,8,8,0.25,"0",5
4585,2,"J017",2010,4703,0,4,4,1,1,3,3,1,0.666666666666667,"0",1
4585,2,"K004",2011,4735,4,0,4,0,0,3,3,2,0.666666666666667,"0",2
4585,2,"K070",2011,4735,1,3,4,0.75,1,3,3,2,0.666666666666667,"0",2
4619,1,"J020",2010,4664,5,0,5,0,0,5,5,4,0.2,"0",1
4619,1,"J042",2010,4664,5,0,5,0,0,5,5,4,0.2,"0",1
4619,1,"J061",2010,4664,2,0,2,0,0,5,5,4,0.2,"0",1
4619,1,"K011",2011,4664,5,0,5,0,0,5,5,4,0.2,"0",2
4619,1,"K083",2011,5024,0,4,4,1,1,5,5,1,0.2,"0",2
4663,1,"L010",2012,5871,5,0,5,0,0,8,8,3,0.125,"0",3
4663,1,"L068",2012,5871,4,0,4,0,0,8,8,3,0.125,"0",3
4663,1,"L084",2012,5871,5,0,5,0,0,8,8,3,0.125,"0",3
4663,1,"M039",2013,5424,4,0,4,0,0,8,8,5,0.125,"0",4
4663,1,"M113",2013,5424,6,0,6,0,0,8,8,5,0.125,"0",4
4663,1,"N032",2014,5424,5,0,5,0,0,8,8,5,0.125,"0",5
4663,1,"N124",2014,5424,4,0,4,0,0,8,8,5,0.125,"0",5
4663,1,"N204",2014,5424,3,1,4,0.25,1,8,8,5,0.125,"0",5
4679,1,"J065",2010,4745,1,2,3,0.666666666666667,1,1,1,1,1,"0",1
4689,0,"J060",2010,3445,2,0,2,0,0,1,1,1,0,"0",1
4721,0,"J066",2010,4039,3,0,3,0,0,1,1,1,0,"0",1
4723,8,"J032",2010,4119,4,0,4,0,0,20,20,2,0.4,"0",1
4723,8,"J063",2010,4119,1,0,1,0,0,20,20,2,0.4,"0",1
4723,8,"K054",2011,3684,2,0,2,0,0,20,20,2,0.4,"0",2
4723,8,"K109",2011,3684,2,1,3,0.333333333333333,1,20,20,2,0.4,"0",2
4723,8,"L018",2012,5437,4,0,4,0,0,20,20,1,0.4,"0",3
4723,8,"L056",2012,5669,5,0,5,0,0,20,20,2,0.4,"0",3
4723,8,"L092",2012,5669,2,2,4,0.5,1,20,20,2,0.4,"0",3
4723,8,"M024",2013,4991,3,0,3,0,0,20,20,3,0.4,"0",4
4723,8,"M078",2013,4991,3,1,4,0.25,1,20,20,3,0.4,"0",4
4723,8,"M140",2013,4991,2,1,3,0.333333333333333,1,20,20,3,0.4,"0",4
4723,8,"N047",2014,6461,4,0,4,0,0,20,20,6,0.4,"0",5
4723,8,"N142",2014,6461,2,0,2,0,0,20,20,6,0.4,"0",5
4723,8,"N221",2014,6461,2,0,2,0,0,20,20,6,0.4,"0",5
4723,8,"O008",2015,6461,2,1,3,0.333333333333333,1,20,20,6,0.4,"0",6
4723,8,"O050",2015,6461,1,3,4,0.75,1,20,20,6,0.4,"0",6
4723,8,"O088",2015,6461,4,0,4,0,0,20,20,6,0.4,"0",6
4723,8,"P028",2016,8391,4,0,4,0,0,20,20,3,0.4,"0",7
4723,8,"P070",2016,8391,2,1,3,0.333333333333333,1,20,20,3,0.4,"0",7
4723,8,"P114",2016,8391,3,1,4,0.25,1,20,20,3,0.4,"0",7
4723,8,"Q010",2017,5466,2,0,2,0,0,20,20,1,0.4,"0",8
4739,5,"J034",2010,4070,2,1,3,0.333333333333333,1,10,10,2,0.5,"0",1
4739,5,"J054",2010,4070,3,0,3,0,0,10,10,2,0.5,"0",1
4739,5,"K015",2011,4686,2,1,3,0.333333333333333,1,10,10,2,0.5,"0",2
4739,5,"K084",2011,4686,1,2,3,0.666666666666667,1,10,10,2,0.5,"0",2
4739,5,"L014",2012,4991,3,1,4,0.25,1,10,10,1,0.5,"0",3
4739,5,"L100",2012,5424,3,0,3,0,0,10,10,1,0.5,"0",3
4739,5,"M018",2013,5468,1,1,2,0.5,1,10,10,2,0.5,"0",4
4739,5,"M103",2013,5468,4,0,4,0,0,10,10,2,0.5,"0",4
4739,5,"N028",2014,5466,1,0,1,0,0,10,10,2,0.5,"0",5
4739,5,"N128",2014,5466,3,0,3,0,0,10,10,2,0.5,"0",5
4744,1,"J014",2010,4682,4,0,4,0,0,3,3,3,0.333333333333333,"0",1
4744,1,"J041",2010,4682,2,2,4,0.5,1,3,3,3,0.333333333333333,"0",1
4744,1,"J059",2010,4682,3,0,3,0,0,3,3,3,0.333333333333333,"0",1
4754,0,"J044",2010,4573,3,0,3,0,0,1,1,1,0,"0",NA
4759,1,"I044",2009,4023,3,0,3,0,0,6,6,1,0.166666666666667,"0",1
4759,1,"J028",2010,3764,1,0,1,0,0,6,6,5,0.166666666666667,"0",2
4759,1,"J045",2010,3764,5,0,5,0,0,6,6,5,0.166666666666667,"0",2
4759,1,"K014",2011,3764,3,1,4,0.25,1,6,6,5,0.166666666666667,"0",3
4759,1,"K068",2011,3764,4,0,4,0,0,6,6,5,0.166666666666667,"0",3
4759,1,"K131",2011,3764,3,0,3,0,0,6,6,5,0.166666666666667,"0",3
4760,1,"I028",2009,4033,3,1,4,0.25,1,3,3,1,0.333333333333333,"0",1
4760,1,"J002",2010,4109,2,0,2,0,0,3,3,2,0.333333333333333,"0",2
4760,1,"J035",2010,4109,2,0,2,0,0,3,3,2,0.333333333333333,"0",2
