"ID","Female_total_EPO_clutches","BroodName","Cohort","SocialDadID","FWPO","FEPO","FTO","FPercentEP","F_EPP_brood","F_total_Brood_number","F_total_Partner_number","Number_Broods_with_Partner","F_Percent_clutch_EP","Sex","Age"
605,3,"E144",2005,1227,1,0,1,0,0,8,8,3,0.375,"0",3
605,3,"E182",2005,1227,4,1,5,0.2,1,8,8,3,0.375,"0",3
615,2,"C052",2003,4463,3,1,4,0.25,1,2,2,1,1,"0",1
615,2,"C095",2003,287,4,1,5,0.2,1,2,2,1,1,"0",1
622,2,"E123",2005,1954,3,0,3,0,0,4,4,3,0.5,"0",3
622,2,"E244",2005,1954,1,0,1,0,0,4,4,3,0.5,"0",3
622,2,"F060",2006,1954,1,1,2,0.5,1,4,4,3,0.5,"0",4
622,2,"F101",2006,2187,1,1,2,0.5,1,4,4,1,0.5,"0",4
646,3,"C053",2003,4413,4,0,4,0,0,8,8,3,0.375,"0",1
646,3,"C089",2003,4413,4,0,4,0,0,8,8,3,0.375,"0",1
646,3,"C132",2003,4413,3,2,5,0.4,1,8,8,3,0.375,"0",1
646,3,"D087",2004,500,5,0,5,0,0,8,8,3,0.375,"0",2
646,3,"D168",2004,500,5,0,5,0,0,8,8,3,0.375,"0",2
646,3,"E046",2005,500,3,2,5,0.4,1,8,8,3,0.375,"0",3
646,3,"E151",2005,1226,4,0,4,0,0,8,8,1,0.375,"0",3
646,3,"E205",2005,500,2,2,4,0.5,1,8,8,1,0.375,"0",3
649,2,"C028",2003,626,2,0,2,0,0,10,10,3,0.2,"0",1
649,2,"C086",2003,626,3,0,3,0,0,10,10,3,0.2,"0",1
649,2,"C126",2003,626,4,0,4,0,0,10,10,3,0.2,"0",1
649,2,"D029",2004,460,2,1,3,0.333333333333333,1,10,10,7,0.2,"0",2
649,2,"D078",2004,460,4,0,4,0,0,10,10,7,0.2,"0",2
649,2,"D158",2004,460,2,1,3,0.333333333333333,1,10,10,7,0.2,"0",2
649,2,"E019",2005,460,2,0,2,0,0,10,10,7,0.2,"0",3
649,2,"E085",2005,460,4,0,4,0,0,10,10,7,0.2,"0",3
649,2,"E155",2005,460,4,0,4,0,0,10,10,7,0.2,"0",3
649,2,"E222",2005,460,4,0,4,0,0,10,10,7,0.2,"0",3
670,0,"C007",2003,4274,1,0,1,0,0,2,2,2,0,"0",1
670,0,"C063",2003,4274,3,0,3,0,0,2,2,2,0,"0",1
704,0,"C035",2003,4503,2,0,2,0,0,7,7,3,0,"0",1
704,0,"C049",2003,4503,2,0,2,0,0,7,7,3,0,"0",1
704,0,"C103",2003,4503,3,0,3,0,0,7,7,3,0,"0",1
704,0,"D048",2004,504,5,0,5,0,0,7,7,2,0,"0",2
704,0,"D101",2004,504,3,0,3,0,0,7,7,2,0,"0",2
704,0,"D180",2004,115,4,0,4,0,0,7,7,1,0,"0",2
704,0,"E121",2005,1438,3,0,3,0,0,7,7,1,0,"0",3
723,1,"C039",2003,44,4,0,4,0,0,3,3,2,0.333333333333333,"0",2
723,1,"C109",2003,44,4,0,4,0,0,3,3,2,0.333333333333333,"0",2
723,1,"D047",2004,24,3,1,4,0.25,1,3,3,1,0.333333333333333,"0",3
750,0,"E202",2005,1898,4,0,4,0,0,2,2,1,0,"0",2
750,0,"G050",2007,3496,4,0,4,0,0,2,2,1,0,"0",4
753,1,"D095",2004,822,4,0,4,0,0,2,2,2,0.5,"0",1
753,1,"D172",2004,822,3,1,4,0.25,1,2,2,2,0.5,"0",1
784,2,"D126",2004,499,2,0,2,0,0,8,8,2,0.25,"0",1
784,2,"D171",2004,499,4,0,4,0,0,8,8,2,0.25,"0",1
784,2,"E060",2005,1095,3,1,4,0.25,1,8,8,4,0.25,"0",2
784,2,"E112",2005,1095,5,0,5,0,0,8,8,4,0.25,"0",2
784,2,"E179",2005,1095,2,0,2,0,0,8,8,4,0.25,"0",2
784,2,"E223",2005,1095,2,1,3,0.333333333333333,1,8,8,4,0.25,"0",2
784,2,"F061",2006,417,3,0,3,0,0,8,8,2,0.25,"0",3
784,2,"F108",2006,417,5,0,5,0,0,8,8,2,0.25,"0",3
819,1,"D043",2004,602,2,0,2,0,0,6,6,5,0.166666666666667,"0",1
819,1,"D097",2004,602,3,0,3,0,0,6,6,5,0.166666666666667,"0",1
819,1,"D144",2004,602,3,0,3,0,0,6,6,5,0.166666666666667,"0",1
819,1,"E035",2005,602,5,0,5,0,0,6,6,5,0.166666666666667,"0",2
819,1,"E130",2005,602,5,0,5,0,0,6,6,5,0.166666666666667,"0",2
819,1,"E172",2005,11,2,1,3,0.333333333333333,1,6,6,1,0.166666666666667,"0",2
832,1,"D109",2004,1099,3,0,3,0,0,4,4,1,0.25,"0",1
832,1,"E063",2005,1464,1,0,1,0,0,4,4,3,0.25,"0",2
832,1,"E104",2005,1464,5,0,5,0,0,4,4,3,0.25,"0",2
832,1,"E199",2005,1464,2,1,3,0.333333333333333,1,4,4,3,0.25,"0",2
843,0,"D104",2004,1053,3,0,3,0,0,5,5,1,0,"0",1
843,0,"D191",2004,370,4,0,4,0,0,5,5,1,0,"0",1
843,0,"E227",2005,1343,4,0,4,0,0,5,5,1,0,"0",2
843,0,"F078",2006,2904,3,0,3,0,0,5,5,2,0,"0",3
843,0,"F114",2006,2904,4,0,4,0,0,5,5,2,0,"0",3
857,5,"D063",2004,4247,2,1,3,0.333333333333333,1,8,8,3,0.625,"0",1
857,5,"D138",2004,4247,4,0,4,0,0,8,8,3,0.625,"0",1
857,5,"D210",2004,4247,2,0,2,0,0,8,8,3,0.625,"0",1
857,5,"E072",2005,1569,3,2,5,0.4,1,8,8,5,0.625,"0",2
857,5,"E131",2005,1569,3,2,5,0.4,1,8,8,5,0.625,"0",2
857,5,"E216",2005,1569,1,2,3,0.666666666666667,1,8,8,5,0.625,"0",2
857,5,"F075",2006,1569,2,1,3,0.333333333333333,1,8,8,5,0.625,"0",3
857,5,"F120",2006,1569,4,0,4,0,0,8,8,5,0.625,"0",3
860,8,"D107",2004,114,3,0,3,0,0,10,10,5,0.8,"0",1
860,8,"D184",2004,114,2,1,3,0.333333333333333,1,10,10,5,0.8,"0",1
860,8,"E078",2005,114,3,1,4,0.25,1,10,10,5,0.8,"0",2
860,8,"E160",2005,114,3,1,4,0.25,1,10,10,5,0.8,"0",2
860,8,"E204",2005,114,1,3,4,0.75,1,10,10,5,0.8,"0",2
860,8,"F079",2006,2246,2,2,4,0.5,1,10,10,1,0.8,"0",3
860,8,"F123",2006,114,4,0,4,0,0,10,10,1,0.8,"0",3
860,8,"G020",2007,2693,0,4,4,1,1,10,10,3,0.8,"0",4
860,8,"G056",2007,2693,0,1,1,1,1,10,10,3,0.8,"0",4
860,8,"G079",2007,2693,3,1,4,0.25,1,10,10,3,0.8,"0",4
885,1,"D066",2004,984,1,3,4,0.75,1,1,1,1,1,"0",1
892,6,"D037",2004,4435,3,1,4,0.25,1,12,12,12,0.5,"0",1
892,6,"D102",2004,4435,3,1,4,0.25,1,12,12,12,0.5,"0",1
892,6,"D169",2004,4435,3,1,4,0.25,1,12,12,12,0.5,"0",1
892,6,"E006",2005,4435,2,1,3,0.333333333333333,1,12,12,12,0.5,"0",2
892,6,"E053",2005,4435,4,0,4,0,0,12,12,12,0.5,"0",2
892,6,"E116",2005,4435,5,0,5,0,0,12,12,12,0.5,"0",2
892,6,"E198",2005,4435,3,1,4,0.25,1,12,12,12,0.5,"0",2
892,6,"E236",2005,4435,2,1,3,0.333333333333333,1,12,12,12,0.5,"0",2
892,6,"F012",2006,4435,4,0,4,0,0,12,12,12,0.5,"0",3
892,6,"F052",2006,4435,4,0,4,0,0,12,12,12,0.5,"0",3
892,6,"F094",2006,4435,5,0,5,0,0,12,12,12,0.5,"0",3
892,6,"F130",2006,4435,5,0,5,0,0,12,12,12,0.5,"0",3
903,1,"D042",2004,354,3,2,5,0.4,1,6,6,6,0.166666666666667,"0",1
903,1,"D108",2004,354,3,0,3,0,0,6,6,6,0.166666666666667,"0",1
903,1,"D176",2004,354,4,0,4,0,0,6,6,6,0.166666666666667,"0",1
903,1,"E037",2005,354,3,0,3,0,0,6,6,6,0.166666666666667,"0",2
903,1,"E135",2005,354,4,0,4,0,0,6,6,6,0.166666666666667,"0",2
903,1,"E193",2005,354,5,0,5,0,0,6,6,6,0.166666666666667,"0",2
912,0,"D132",2004,959,2,0,2,0,0,1,1,1,0,"0",1
913,0,"D096",2004,818,4,0,4,0,0,5,5,5,0,"0",1
913,0,"D143",2004,818,4,0,4,0,0,5,5,5,0,"0",1
913,0,"E090",2005,818,1,0,1,0,0,5,5,5,0,"0",2
913,0,"E139",2005,818,5,0,5,0,0,5,5,5,0,"0",2
913,0,"E220",2005,818,3,0,3,0,0,5,5,5,0,"0",2
917,4,"D182",2004,4463,0,2,2,1,1,4,4,4,1,"0",1
917,4,"E026",2005,4463,0,3,3,1,1,4,4,4,1,"0",2
917,4,"E136",2005,4463,1,2,3,0.666666666666667,1,4,4,4,1,"0",2
917,4,"E174",2005,4463,2,1,3,0.333333333333333,1,4,4,4,1,"0",2
927,5,"D058",2004,466,2,2,4,0.5,1,10,10,1,0.5,"0",1
927,5,"E067",2005,1717,3,0,3,0,0,10,10,2,0.5,"0",2
927,5,"E152",2005,1717,5,0,5,0,0,10,10,2,0.5,"0",2
927,5,"F067",2006,494,5,0,5,0,0,10,10,2,0.5,"0",3
927,5,"F118",2006,494,1,1,2,0.5,1,10,10,2,0.5,"0",3
927,5,"G017",2007,2202,4,1,5,0.2,1,10,10,3,0.5,"0",4
927,5,"H010",2008,2202,5,0,5,0,0,10,10,3,0.5,"0",5
927,5,"H024",2008,2202,5,0,5,0,0,10,10,3,0.5,"0",5
927,5,"I026",2009,3445,1,3,4,0.75,1,10,10,2,0.5,"0",6
927,5,"I051",2009,3445,1,2,3,0.666666666666667,1,10,10,2,0.5,"0",6
928,2,"D034",2004,513,3,2,5,0.4,1,2,2,2,1,"0",1
928,2,"D098",2004,513,3,1,4,0.25,1,2,2,2,1,"0",1
929,2,"D049",2004,46,5,0,5,0,0,8,8,2,0.25,"0",1
929,2,"D116",2004,46,4,0,4,0,0,8,8,2,0.25,"0",1
929,2,"E075",2005,115,6,0,6,0,0,8,8,1,0.25,"0",2
929,2,"E122",2005,500,4,1,5,0.2,1,8,8,1,0.25,"0",2
929,2,"F097",2006,984,4,0,4,0,0,8,8,1,0.25,"0",3
929,2,"G041",2007,2202,5,0,5,0,0,8,8,3,0.25,"0",4
929,2,"G086",2007,2202,2,0,2,0,0,8,8,3,0.25,"0",4
929,2,"G093",2007,2202,0,2,2,1,1,8,8,3,0.25,"0",4
955,1,"D053",2004,591,2,2,4,0.5,1,3,3,3,0.333333333333333,"0",1
955,1,"D140",2004,591,5,0,5,0,0,3,3,3,0.333333333333333,"0",1
955,1,"D215",2004,591,3,0,3,0,0,3,3,3,0.333333333333333,"0",1
960,0,"D050",2004,650,4,0,4,0,0,5,5,5,0,"0",1
960,0,"D103",2004,650,2,0,2,0,0,5,5,5,0,"0",1
960,0,"D141",2004,650,4,0,4,0,0,5,5,5,0,"0",1
960,0,"D214",2004,650,3,0,3,0,0,5,5,5,0,"0",1
960,0,"E043",2005,650,5,0,5,0,0,5,5,5,0,"0",2
963,1,"D170",2004,1053,1,0,1,0,0,6,6,2,0.166666666666667,"0",1
963,1,"D201",2004,1053,4,0,4,0,0,6,6,2,0.166666666666667,"0",1
963,1,"E061",2005,505,4,0,4,0,0,6,6,3,0.166666666666667,"0",2
963,1,"E231",2005,505,2,1,3,0.333333333333333,1,6,6,3,0.166666666666667,"0",2
963,1,"E245",2005,505,3,0,3,0,0,6,6,3,0.166666666666667,"0",2
963,1,"F127",2006,4395,1,0,1,0,0,6,6,1,0.166666666666667,"0",3
980,2,"D113",2004,971,1,3,4,0.75,1,5,5,1,0.4,"0",1
980,2,"E117",2005,4421,2,0,2,0,0,5,5,3,0.4,"0",2
980,2,"E168",2005,4421,4,0,4,0,0,5,5,3,0.4,"0",2
980,2,"E221",2005,4421,3,0,3,0,0,5,5,3,0.4,"0",2
980,2,"F098",2006,23,3,1,4,0.25,1,5,5,1,0.4,"0",3
985,4,"D036",2004,409,0,1,1,1,1,8,8,4,0.5,"0",1
985,4,"D091",2004,409,4,0,4,0,0,8,8,4,0.5,"0",1
985,4,"D149",2004,409,3,1,4,0.25,1,8,8,4,0.5,"0",1
985,4,"D199",2004,409,3,0,3,0,0,8,8,4,0.5,"0",1
985,4,"E001",2005,818,1,0,1,0,0,8,8,1,0.5,"0",2
985,4,"E040",2005,409,4,1,5,0.2,1,8,8,2,0.5,"0",2
985,4,"E111",2005,409,2,1,3,0.333333333333333,1,8,8,2,0.5,"0",2
985,4,"E200",2005,602,4,0,4,0,0,8,8,1,0.5,"0",2
988,8,"D040",2004,145,2,2,4,0.5,1,10,10,9,0.8,"0",1
988,8,"D129",2004,145,0,4,4,1,1,10,10,9,0.8,"0",1
988,8,"D164",2004,145,4,0,4,0,0,10,10,9,0.8,"0",1
988,8,"D209",2004,145,2,1,3,0.333333333333333,1,10,10,9,0.8,"0",1
988,8,"E003",2005,145,3,1,4,0.25,1,10,10,9,0.8,"0",2
988,8,"E042",2005,145,4,1,5,0.2,1,10,10,9,0.8,"0",2
988,8,"E128",2005,145,2,2,4,0.5,1,10,10,9,0.8,"0",2
988,8,"E167",2005,145,3,1,4,0.25,1,10,10,9,0.8,"0",2
988,8,"E238",2005,145,2,1,3,0.333333333333333,1,10,10,9,0.8,"0",2
988,8,"F089",2006,2970,5,0,5,0,0,10,10,1,0.8,"0",3
1047,0,"E064",2005,1226,4,0,4,0,0,3,3,2,0,"0",2
1047,0,"E217",2005,1226,1,0,1,0,0,3,3,2,0,"0",2
1047,0,"F066",2006,500,2,0,2,0,0,3,3,1,0,"0",3
1048,3,"D019",2004,902,3,1,4,0.25,1,5,5,1,0.6,"0",1
1048,3,"D023",2004,500,4,1,5,0.2,1,5,5,1,0.6,"0",1
1048,3,"D110",2004,902,2,0,2,0,0,5,5,1,0.6,"0",1
1048,3,"E084",2005,591,0,2,2,1,1,5,5,2,0.6,"0",2
1048,3,"E177",2005,591,2,0,2,0,0,5,5,2,0.6,"0",2
1054,1,"D073",2004,823,4,0,4,0,0,3,3,2,0.333333333333333,"0",1
1054,1,"E055",2005,823,4,0,4,0,0,3,3,2,0.333333333333333,"0",2
1054,1,"F059",2006,3052,3,1,4,0.25,1,3,3,1,0.333333333333333,"0",3
1062,1,"D194",2004,957,0,2,2,1,1,1,1,1,1,"0",1
1063,1,"D092",2004,363,3,1,4,0.25,1,2,2,1,0.5,"0",1
1063,1,"D162",2004,537,4,0,4,0,0,2,2,1,0.5,"0",1
1069,2,"D045",2004,115,4,1,5,0.2,1,6,6,2,0.333333333333333,"0",1
1069,2,"D099",2004,115,4,1,5,0.2,1,6,6,2,0.333333333333333,"0",1
1069,2,"E002",2005,1935,4,0,4,0,0,6,6,4,0.333333333333333,"0",2
1069,2,"E062",2005,1935,5,0,5,0,0,6,6,4,0.333333333333333,"0",2
1069,2,"E153",2005,1935,3,0,3,0,0,6,6,4,0.333333333333333,"0",2
1069,2,"E235",2005,1935,3,0,3,0,0,6,6,4,0.333333333333333,"0",2
1074,3,"D054",2004,4422,2,1,3,0.333333333333333,1,3,3,3,1,"0",1
1074,3,"D135",2004,4422,1,2,3,0.666666666666667,1,3,3,3,1,"0",1
1074,3,"D181",2004,4422,2,2,4,0.5,1,3,3,3,1,"0",1
1083,1,"D016",2004,1095,1,1,2,0.5,1,2,2,2,0.5,"0",1
1083,1,"D202",2004,1095,3,0,3,0,0,2,2,2,0.5,"0",1
1100,6,"D035",2004,831,3,1,4,0.25,1,10,10,3,0.6,"0",2
1100,6,"D134",2004,831,1,0,1,0,0,10,10,3,0.6,"0",2
1100,6,"D167",2004,831,2,2,4,0.5,1,10,10,3,0.6,"0",2
1100,6,"E068",2005,959,5,0,5,0,0,10,10,5,0.6,"0",3
1100,6,"E108",2005,959,4,0,4,0,0,10,10,5,0.6,"0",3
1100,6,"E190",2005,959,4,0,4,0,0,10,10,5,0.6,"0",3
1100,6,"F070",2006,959,2,2,4,0.5,1,10,10,5,0.6,"0",4
1100,6,"F111",2006,959,0,3,3,1,1,10,10,5,0.6,"0",4
1100,6,"G046",2007,3460,1,2,3,0.666666666666667,1,10,10,2,0.6,"0",5
1100,6,"G076",2007,3460,3,1,4,0.25,1,10,10,2,0.6,"0",5
1228,2,"E071",2005,115,1,2,3,0.666666666666667,1,3,3,3,0.666666666666667,"0",1
1228,2,"E109",2005,115,2,0,2,0,0,3,3,3,0.666666666666667,"0",1
1228,2,"E163",2005,115,3,1,4,0.25,1,3,3,3,0.666666666666667,"0",1
1318,2,"E058",2005,1210,0,4,4,1,1,3,3,2,0.666666666666667,"0",1
1318,2,"E149",2005,1210,0,3,3,1,1,3,3,2,0.666666666666667,"0",1
1318,2,"E218",2005,23,2,0,2,0,0,3,3,1,0.666666666666667,"0",1
1364,1,"E119",2005,504,3,1,4,0.25,1,2,2,2,0.5,"0",1
1364,1,"E213",2005,504,2,0,2,0,0,2,2,2,0.5,"0",1
1386,2,"E082",2005,591,4,0,4,0,0,3,3,2,0.666666666666667,"0",1
1386,2,"E161",2005,591,3,2,5,0.4,1,3,3,2,0.666666666666667,"0",1
1386,2,"E203",2005,287,2,1,3,0.333333333333333,1,3,3,1,0.666666666666667,"0",1
1446,1,"E056",2005,4423,1,2,3,0.666666666666667,1,2,2,2,0.5,"0",1
1446,1,"E142",2005,4423,2,0,2,0,0,2,2,2,0.5,"0",1
1507,1,"E087",2005,1500,3,1,4,0.25,1,1,1,1,1,"0",1
1514,2,"E106",2005,1929,1,2,3,0.666666666666667,1,2,2,2,1,"0",1
1514,2,"E201",2005,1929,0,2,2,1,1,2,2,2,1,"0",1
1544,0,"E079",2005,504,4,0,4,0,0,1,1,1,0,"0",1
1558,2,"E095",2005,902,3,1,4,0.25,1,2,2,2,1,"0",1
1558,2,"E180",2005,902,2,2,4,0.5,1,2,2,2,1,"0",1
1589,0,"E050",2005,393,5,0,5,0,0,4,4,4,0,"0",1
1589,0,"E103",2005,393,4,0,4,0,0,4,4,4,0,"0",1
1589,0,"E159",2005,393,4,0,4,0,0,4,4,4,0,"0",1
1589,0,"E228",2005,393,2,0,2,0,0,4,4,4,0,"0",1
1598,1,"F124",2006,2833,3,1,4,0.25,1,1,1,1,1,"0",2
1599,0,"E165",2005,4390,3,0,3,0,0,1,1,1,0,"0",1
1718,3,"E015",2005,1738,2,1,3,0.333333333333333,1,3,3,2,1,"0",1
1718,3,"E093",2005,1738,3,2,5,0.4,1,3,3,2,1,"0",1
1718,3,"E185",2005,1038,4,1,5,0.2,1,3,3,1,1,"0",1
1739,1,"E074",2005,46,3,1,4,0.25,1,3,3,3,0.333333333333333,"0",1
1739,1,"E118",2005,46,2,0,2,0,0,3,3,3,0.333333333333333,"0",1
1739,1,"E214",2005,46,3,0,3,0,0,3,3,3,0.333333333333333,"0",1
1827,2,"E069",2005,1353,4,1,5,0.2,1,5,5,4,0.4,"0",1
1827,2,"E150",2005,1353,4,1,5,0.2,1,5,5,4,0.4,"0",1
1827,2,"E191",2005,1353,3,0,3,0,0,5,5,4,0.4,"0",1
1827,2,"F029",2006,1353,4,0,4,0,0,5,5,4,0.4,"0",2
1827,2,"F064",2006,2202,5,0,5,0,0,5,5,1,0.4,"0",2
1907,3,"E073",2005,504,2,2,4,0.5,1,3,3,3,1,"0",1
1907,3,"E124",2005,504,2,1,3,0.333333333333333,1,3,3,3,1,"0",1
1907,3,"E195",2005,504,1,1,2,0.5,1,3,3,3,1,"0",1
1940,2,"E107",2005,1970,2,0,2,0,0,3,3,2,0.666666666666667,"0",1
1940,2,"E158",2005,1970,3,2,5,0.4,1,3,3,2,0.666666666666667,"0",1
1940,2,"F007",2006,1210,0,2,2,1,1,3,3,1,0.666666666666667,"0",2
2004,3,"E076",2005,823,1,3,4,0.75,1,10,10,7,0.3,"0",2
2004,3,"E115",2005,823,2,1,3,0.333333333333333,1,10,10,7,0.3,"0",2
2004,3,"E192",2005,823,4,0,4,0,0,10,10,7,0.3,"0",2
2004,3,"F023",2006,823,3,1,4,0.25,1,10,10,7,0.3,"0",3
2004,3,"F055",2006,823,4,0,4,0,0,10,10,7,0.3,"0",3
2004,3,"F096",2006,823,4,0,4,0,0,10,10,7,0.3,"0",3
2004,3,"F128",2006,823,3,0,3,0,0,10,10,7,0.3,"0",3
2004,3,"G023",2007,417,1,0,1,0,0,10,10,3,0.3,"0",4
2004,3,"G042",2007,417,2,0,2,0,0,10,10,3,0.3,"0",4
2004,3,"G072",2007,417,3,0,3,0,0,10,10,3,0.3,"0",4
2007,1,"E094",2005,2012,4,0,4,0,0,3,3,2,0.333333333333333,"0",2
2007,1,"E178",2005,2012,3,0,3,0,0,3,3,2,0.333333333333333,"0",2
2007,1,"F038",2006,2352,2,1,3,0.333333333333333,1,3,3,1,0.333333333333333,"0",3
2014,0,"E127",2005,1906,5,0,5,0,0,2,2,1,0,"0",2
2014,0,"E207",2005,356,4,0,4,0,0,2,2,1,0,"0",2
2166,2,"G045",2007,3460,0,4,4,1,1,2,2,2,1,"0",2
2166,2,"G084",2007,3460,1,2,3,0.666666666666667,1,2,2,2,1,"0",2
2167,1,"F090",2006,2944,2,1,3,0.333333333333333,1,1,1,1,1,"0",1
2349,0,"F014",2006,1448,4,0,4,0,0,1,1,1,0,"0",1
2360,1,"F082",2006,2968,0,3,3,1,1,1,1,1,1,"0",1
2405,2,"F074",2006,1464,1,3,4,0.75,1,2,2,2,1,"0",1
2405,2,"F117",2006,1464,3,1,4,0.25,1,2,2,2,1,"0",1
2408,1,"F073",2006,2053,0,1,1,1,1,1,1,1,1,"0",1
2489,1,"F102",2006,2527,2,2,4,0.5,1,3,3,1,0.333333333333333,"0",1
2489,1,"G036",2007,2605,3,0,3,0,0,3,3,2,0.333333333333333,"0",2
2489,1,"G070",2007,2605,3,0,3,0,0,3,3,2,0.333333333333333,"0",2
2492,2,"G028",2007,2944,3,1,4,0.25,1,2,2,2,1,"0",2
2492,2,"G061",2007,2944,2,2,4,0.5,1,2,2,2,1,"0",2
2584,0,"F068",2006,2173,4,0,4,0,0,1,1,1,0,"0",1
2658,2,"F062",2006,2053,2,1,3,0.333333333333333,1,2,2,2,1,"0",1
2658,2,"F112",2006,2053,2,2,4,0.5,1,2,2,2,1,"0",1
2691,1,"F054",2006,23,2,2,4,0.5,1,2,2,2,0.5,"0",1
2691,1,"F106",2006,23,4,0,4,0,0,2,2,2,0.5,"0",1
2725,0,"F045",2006,457,2,0,2,0,0,2,2,2,0,"0",1
2725,0,"F085",2006,457,4,0,4,0,0,2,2,2,0,"0",1
2840,1,"F095",2006,46,3,0,3,0,0,2,2,2,0.5,"0",1
2840,1,"G085",2007,46,1,4,5,0.8,1,2,2,2,0.5,"0",2
2865,3,"F046",2006,1697,4,1,5,0.2,1,3,3,2,1,"0",1
2865,3,"F088",2006,1697,3,2,5,0.4,1,3,3,2,1,"0",1
2865,3,"F109",2006,1954,2,2,4,0.5,1,3,3,1,1,"0",1
2966,1,"F049",2006,2605,2,1,3,0.333333333333333,1,1,1,1,1,"0",1
3050,0,"F028",2006,2187,3,0,3,0,0,8,8,1,0,"0",1
3050,0,"G021",2007,2768,4,0,4,0,0,8,8,2,0,"0",2
3050,0,"G062",2007,2768,4,0,4,0,0,8,8,2,0,"0",2
3050,0,"H003",2008,3496,4,0,4,0,0,8,8,5,0,"0",3
3050,0,"H017",2008,3496,5,0,5,0,0,8,8,5,0,"0",3
3050,0,"H027",2008,3496,4,0,4,0,0,8,8,5,0,"0",3
3050,0,"I010",2009,3496,3,0,3,0,0,8,8,5,0,"0",4
3050,0,"I052",2009,3496,3,0,3,0,0,8,8,5,0,"0",4
3051,0,"F132",2006,2906,3,0,3,0,0,1,1,1,0,"0",NA
3288,1,"G047",2007,3445,0,4,4,1,1,1,1,1,1,"0",1
3302,8,"G026",2007,417,2,1,3,0.333333333333333,1,16,16,2,0.5,"0",1
3302,8,"G055",2007,417,5,0,5,0,0,16,16,2,0.5,"0",1
3302,8,"G095",2007,2768,4,0,4,0,0,16,16,1,0.5,"0",1
3302,8,"H001",2008,3359,0,2,2,1,1,16,16,1,0.5,"0",2
3302,8,"H013",2008,2651,5,0,5,0,0,16,16,2,0.5,"0",2
3302,8,"H020",2008,2651,1,1,2,0.5,1,16,16,2,0.5,"0",2
3302,8,"H026",2008,3359,4,0,4,0,0,16,16,10,0.5,"0",2
3302,8,"I016",2009,3359,2,3,5,0.6,1,16,16,10,0.5,"0",3
3302,8,"I039",2009,3359,3,1,4,0.25,1,16,16,10,0.5,"0",3
3302,8,"I057",2009,3359,2,2,4,0.5,1,16,16,10,0.5,"0",3
3302,8,"J001",2010,3359,4,0,4,0,0,16,16,10,0.5,"0",4
3302,8,"J024",2010,3359,3,0,3,0,0,16,16,10,0.5,"0",4
3302,8,"J056",2010,3359,2,1,3,0.333333333333333,1,16,16,10,0.5,"0",4
3302,8,"K008",2011,3359,2,0,2,0,0,16,16,10,0.5,"0",5
3302,8,"K050",2011,3359,4,0,4,0,0,16,16,10,0.5,"0",5
3302,8,"K104",2011,3359,2,2,4,0.5,1,16,16,10,0.5,"0",5
3340,0,"G031",2007,4304,3,0,3,0,0,3,3,3,0,"0",1
3340,0,"G068",2007,4304,3,0,3,0,0,3,3,3,0,"0",1
3340,0,"G097",2007,4304,4,0,4,0,0,3,3,3,0,"0",1
3341,1,"G088",2007,3496,1,1,2,0.5,1,1,1,1,1,"0",NA
3350,1,"G037",2007,3430,5,0,5,0,0,2,2,2,0.5,"0",1
3350,1,"G071",2007,3430,2,1,3,0.333333333333333,1,2,2,2,0.5,"0",1
3351,0,"G034",2007,2944,4,0,4,0,0,1,1,1,0,"0",1
3395,2,"G016",2007,2173,3,0,3,0,0,8,8,3,0.25,"0",1
3395,2,"G054",2007,2173,2,2,4,0.5,1,8,8,3,0.25,"0",1
3395,2,"G082",2007,2173,5,0,5,0,0,8,8,3,0.25,"0",1
3395,2,"J012",2010,4072,4,0,4,0,0,8,8,3,0.25,"0",4
3395,2,"J027",2010,4072,1,3,4,0.75,1,8,8,3,0.25,"0",4
3395,2,"J043",2010,4072,5,0,5,0,0,8,8,3,0.25,"0",4
3395,2,"J053",2010,3496,3,0,3,0,0,8,8,1,0.25,"0",4
3395,2,"J067",2010,4072,3,0,3,0,0,8,8,1,0.25,"0",4
3404,1,"G030",2007,1697,0,3,3,1,1,3,3,3,0.333333333333333,"0",1
3404,1,"G053",2007,1697,5,0,5,0,0,3,3,3,0.333333333333333,"0",1
3404,1,"G089",2007,1697,1,0,1,0,0,3,3,3,0.333333333333333,"0",1
3427,1,"G044",2007,2453,3,1,4,0.25,1,2,2,2,0.5,"0",2
3427,1,"G081",2007,2453,5,0,5,0,0,2,2,2,0.5,"0",2
3429,0,"G052",2007,3359,5,0,5,0,0,1,1,1,0,"0",2
3475,2,"G051",2007,3450,4,1,5,0.2,1,2,2,2,1,"0",1
3475,2,"G083",2007,3450,3,2,5,0.4,1,2,2,2,1,"0",1
3507,1,"G040",2007,3442,5,0,5,0,0,2,2,2,0.5,"0",1
3507,1,"G080",2007,3442,2,3,5,0.6,1,2,2,2,0.5,"0",1
3515,0,"G078",2007,661,2,0,2,0,0,2,2,2,0,"0",1
3515,0,"G098",2007,661,4,0,4,0,0,2,2,2,0,"0",1
3516,2,"G057",2007,2453,4,1,5,0.2,1,2,2,2,1,"0",1
3516,2,"G087",2007,2453,3,1,4,0.25,1,2,2,2,1,"0",1
3536,0,"G033",2007,2542,2,0,2,0,0,3,3,3,0,"0",1
3536,0,"G067",2007,2542,4,0,4,0,0,3,3,3,0,"0",1
